scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1828.977,1.787,1828.977,1.787,160,0
pure_ocs_ksp,100.0,1135.846,1.110,1135.846,1.110,160,0
eps_ecmp,100.0,938.383,0.917,938.383,0.917,160,0
ocs_eps_large_small,100.0,1076.284,1.052,1076.284,1.052,160,0
pure_ocs_ksp_greedy,100.0,1051.924,1.028,1051.924,1.028,160,0
ocs_eps_preset_greedy,100.0,1038.728,1.015,1038.728,1.015,160,0
ocs_eps_preset_dynamic_greedy,100.0,1023.389,1.000,1023.389,1.000,160,0
pure_ocs_3hop_preset,100.0,1009.089,0.986,1009.089,0.986,160,0
pure_ocs_pruned,100.0,1009.089,0.986,1009.089,0.986,160,0
ocs_eps_pruned,100.0,1034.811,1.011,1034.811,1.011,160,0
