scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,2290.328,1.026,2290.328,1.026,80,0
helios_t20,95.0,2308.295,1.034,2308.295,1.034,80,0
helios_t30,95.0,2171.342,0.973,2171.342,0.973,80,0
helios_t40,95.0,2112.025,0.946,2112.025,0.946,80,0
helios_t50,95.0,2450.315,1.098,2450.315,1.098,80,0
helios_t60,95.0,2367.763,1.061,2367.763,1.061,80,0
helios_t70,95.0,2623.521,1.175,2623.521,1.175,80,0
helios_t80,95.0,3315.168,1.485,3315.168,1.485,80,0
helios_t90,95.0,3493.780,1.565,3493.780,1.565,80,0
hyacinth_dynamic,95.0,2232.201,1.000,2232.201,1.000,80,0
hyacinth_preset_t10,95.0,2261.021,1.013,2261.021,1.013,80,0
hyacinth_preset_t20,95.0,2221.363,0.995,2221.363,0.995,80,0
hyacinth_preset_t30,95.0,2174.544,0.974,2174.544,0.974,80,0
hyacinth_preset_t40,95.0,2312.634,1.036,2312.634,1.036,80,0
hyacinth_preset_t50,95.0,2412.681,1.081,2412.681,1.081,80,0
hyacinth_preset_t60,95.0,2446.446,1.096,2446.446,1.096,80,0
hyacinth_preset_t70,95.0,3463.225,1.551,3463.225,1.551,80,0
hyacinth_preset_t80,95.0,3527.131,1.580,3527.131,1.580,80,0
hyacinth_preset_t90,95.0,3483.657,1.561,3483.657,1.561,80,0
