scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,4851.577611,2.076245,4851.577611,2.076245,80,0
pure_ocs_ksp,99.000000,3165.495239,1.354682,3165.495239,1.354682,80,0
eps_ecmp,99.000000,3168.497890,1.355967,3168.497890,1.355967,80,0
ocs_eps_large_small,99.000000,3152.416541,1.349085,3152.416541,1.349085,80,0
pure_ocs_ksp_greedy,99.000000,2383.169489,1.019883,2383.169489,1.019883,80,0
ocs_eps_preset_greedy,99.000000,3115.661259,1.333355,3115.661259,1.333355,80,0
ocs_eps_preset_dynamic_greedy,99.000000,2336.707788,1.000000,2336.707788,1.000000,80,0
pure_ocs_3hop_preset,99.000000,2297.470832,0.983208,2297.470832,0.983208,80,0
pure_ocs_pruned,99.000000,2297.470832,0.983208,2297.470832,0.983208,80,0
ocs_eps_pruned,99.000000,2656.177249,1.136718,2656.177249,1.136718,80,0
