scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,913.944738,1.397234,913.944738,1.397234,80,0
pure_ocs_ksp,100.000000,660.722017,1.010109,660.722017,1.010109,80,0
eps_ecmp,100.000000,671.355307,1.026365,671.355307,1.026365,80,0
ocs_eps_large_small,100.000000,578.425893,0.884295,578.425893,0.884295,80,0
pure_ocs_ksp_greedy,100.000000,633.158425,0.967970,633.158425,0.967970,80,0
ocs_eps_preset_greedy,100.000000,656.875123,1.004228,656.875123,1.004228,80,0
ocs_eps_preset_dynamic_greedy,100.000000,654.109860,1.000000,654.109860,1.000000,80,0
pure_ocs_3hop_preset,100.000000,618.087234,0.944929,618.087234,0.944929,80,0
pure_ocs_pruned,100.000000,618.087234,0.944929,618.087234,0.944929,80,0
ocs_eps_pruned,100.000000,642.949006,0.982937,642.949006,0.982937,80,0
