scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1830.927,1.035,1830.927,1.035,80,0
pure_ocs_ksp,100.0,2126.162,1.202,2126.162,1.202,80,0
eps_ecmp,100.0,875.572,0.495,875.572,0.495,80,0
ocs_eps_large_small,100.0,3039.389,1.718,3039.389,1.718,80,0
pure_ocs_ksp_greedy,100.0,2023.449,1.143,2023.449,1.143,80,0
ocs_eps_preset_greedy,100.0,2570.625,1.453,2570.625,1.453,80,0
ocs_eps_preset_dynamic_greedy,100.0,1769.556,1.000,1769.556,1.000,80,0
pure_ocs_3hop_preset,100.0,2031.665,1.148,2031.665,1.148,80,0
pure_ocs_pruned,100.0,2031.665,1.148,2031.665,1.148,80,0
ocs_eps_pruned,100.0,1410.644,0.797,1410.644,0.797,80,0
