scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,2060.786,2.157,2060.786,2.157,160,0
pure_ocs_ksp,100.0,1134.287,1.187,1134.287,1.187,160,0
eps_ecmp,100.0,859.762,0.900,859.762,0.900,160,0
ocs_eps_large_small,100.0,1124.735,1.177,1124.735,1.177,160,0
pure_ocs_ksp_greedy,100.0,1083.455,1.134,1083.455,1.134,160,0
ocs_eps_preset_greedy,100.0,940.599,0.985,940.599,0.985,160,0
ocs_eps_preset_dynamic_greedy,100.0,955.219,1.000,955.219,1.000,160,0
pure_ocs_3hop_preset,100.0,994.911,1.042,994.911,1.042,160,0
pure_ocs_pruned,100.0,994.911,1.042,994.911,1.042,160,0
ocs_eps_pruned,100.0,952.054,0.997,952.054,0.997,160,0
