case_tag,seed,model_mix,frag,load,nrack,workload,status,run_dir
"n80_mix4L3M3S_seed42","42","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_42"
"n80_mix4L3M3S_seed43","43","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_43"
"n80_mix4L3M3S_seed44","44","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_44"
"n80_mix4L3M3S_seed45","45","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_45"
"n80_mix4L3M3S_seed46","46","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_46"
"n80_mix4L3M3S_seed47","47","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_47"
"n80_mix4L3M3S_seed48","48","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_48"
"n80_mix4L3M3S_seed49","49","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_49"
"n80_mix4L3M3S_seed50","50","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_50"
"n80_mix4L3M3S_seed51","51","4L,3M,3S","0.5","0.5","80","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n80_mix4L3M3S/seed_51"
