scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,3860.350,1.256,3860.350,1.256,48,0
pure_ocs_ksp,100.0,3425.651,1.115,3425.651,1.115,48,0
eps_ecmp,100.0,4477.632,1.457,4477.632,1.457,48,0
ocs_eps_large_small,100.0,7742.625,2.520,7742.625,2.520,48,0
pure_ocs_ksp_greedy,100.0,3385.574,1.102,3385.574,1.102,48,0
ocs_eps_preset_greedy,100.0,4052.880,1.319,4052.880,1.319,48,0
ocs_eps_preset_dynamic_greedy,100.0,3072.866,1.000,3072.866,1.000,48,0
pure_ocs_3hop_preset,100.0,3663.879,1.192,3663.879,1.192,48,0
pure_ocs_pruned,100.0,3663.879,1.192,3663.879,1.192,48,0
ocs_eps_pruned,100.0,2549.494,0.830,2549.494,0.830,48,0
