scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,2.266,0.202
pure_ocs_ksp,10,1.227,0.067
eps_ecmp,10,0.897,0.064
ocs_eps_large_small,10,1.186,0.062
pure_ocs_ksp_greedy,10,1.124,0.056
ocs_eps_preset_greedy,10,1.071,0.057
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_3hop_preset,10,1.037,0.047
pure_ocs_pruned,10,1.037,0.047
ocs_eps_pruned,10,1.006,0.044
