seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.273
42,pure_ocs_ksp,1.073
42,eps_ecmp,0.972
42,ocs_eps_large_small,1.660
42,pure_ocs_ksp_greedy,1.026
42,ocs_eps_preset_greedy,1.051
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_3hop_preset,1.016
42,pure_ocs_pruned,1.016
42,ocs_eps_pruned,1.031
43,ocs_eps_global_ksp,1.309
43,pure_ocs_ksp,1.071
43,eps_ecmp,0.928
43,ocs_eps_large_small,1.753
43,pure_ocs_ksp_greedy,1.061
43,ocs_eps_preset_greedy,1.034
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_3hop_preset,1.005
43,pure_ocs_pruned,1.005
43,ocs_eps_pruned,1.042
44,ocs_eps_global_ksp,1.335
44,pure_ocs_ksp,1.072
44,eps_ecmp,0.873
44,ocs_eps_large_small,2.241
44,pure_ocs_ksp_greedy,1.023
44,ocs_eps_preset_greedy,1.039
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_3hop_preset,1.023
44,pure_ocs_pruned,1.023
44,ocs_eps_pruned,0.954
45,ocs_eps_global_ksp,1.248
45,pure_ocs_ksp,1.003
45,eps_ecmp,0.933
45,ocs_eps_large_small,1.378
45,pure_ocs_ksp_greedy,0.979
45,ocs_eps_preset_greedy,1.022
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_3hop_preset,1.003
45,pure_ocs_pruned,1.003
45,ocs_eps_pruned,0.969
46,ocs_eps_global_ksp,1.606
46,pure_ocs_ksp,1.078
46,eps_ecmp,0.958
46,ocs_eps_large_small,1.276
46,pure_ocs_ksp_greedy,1.039
46,ocs_eps_preset_greedy,1.071
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_3hop_preset,1.049
46,pure_ocs_pruned,1.049
46,ocs_eps_pruned,0.995
47,ocs_eps_global_ksp,1.309
47,pure_ocs_ksp,1.055
47,eps_ecmp,0.924
47,ocs_eps_large_small,1.783
47,pure_ocs_ksp_greedy,1.042
47,ocs_eps_preset_greedy,1.044
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_3hop_preset,1.004
47,pure_ocs_pruned,1.004
47,ocs_eps_pruned,0.976
48,ocs_eps_global_ksp,1.277
48,pure_ocs_ksp,1.076
48,eps_ecmp,0.929
48,ocs_eps_large_small,1.711
48,pure_ocs_ksp_greedy,1.015
48,ocs_eps_preset_greedy,1.021
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_3hop_preset,1.059
48,pure_ocs_pruned,1.059
48,ocs_eps_pruned,1.000
49,ocs_eps_global_ksp,1.246
49,pure_ocs_ksp,1.031
49,eps_ecmp,0.951
49,ocs_eps_large_small,1.131
49,pure_ocs_ksp_greedy,0.997
49,ocs_eps_preset_greedy,1.002
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_3hop_preset,1.006
49,pure_ocs_pruned,1.006
49,ocs_eps_pruned,0.973
50,ocs_eps_global_ksp,1.463
50,pure_ocs_ksp,1.082
50,eps_ecmp,0.897
50,ocs_eps_large_small,1.684
50,pure_ocs_ksp_greedy,1.004
50,ocs_eps_preset_greedy,1.105
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_3hop_preset,1.019
50,pure_ocs_pruned,1.019
50,ocs_eps_pruned,1.059
51,ocs_eps_global_ksp,1.303
51,pure_ocs_ksp,1.053
51,eps_ecmp,0.919
51,ocs_eps_large_small,1.603
51,pure_ocs_ksp_greedy,1.003
51,ocs_eps_preset_greedy,1.057
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_3hop_preset,1.039
51,pure_ocs_pruned,1.039
51,ocs_eps_pruned,0.990
