model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,2,3,4,5,7,9,10,11,17,18,19,20,23,24,25,26,27,28,29,31,32,35,38,39,40,45,46,48,50,51,53,54,57,59,60,61,62,63,64,67,68,69,72,75,76,79]","[46,543,429,502,487,86,519,255]|[38,47,463,606,95,367,78,551]|[479,559,223,438,287,391,503,263]|[142,231,375,167,607,415,638,311]|[159,253,439,63,327,207,23,215]|[191,310,309,615,254,407,151,511]|[239,286,583,430,31,199,222,7]|[431,39,87,495,639,319,79,143]"
L2,L,64,8,64,47,0.696429,"[0,2,3,4,5,7,8,9,10,13,14,15,16,18,19,21,24,26,27,29,30,31,37,38,39,41,42,45,47,48,49,51,53,55,56,57,58,62,63,66,67,68,71,76,77,78,79]","[500,343,84,510,471,462,70,623]|[30,455,303,637,22,127,335,501]|[307,414,542,62,21,197,252,37]|[399,251,390,85,318,247,550,446]|[454,175,574,214,366,150,614,6]|[308,45,158,541,135,44,631,428]|[71,213,238,447,622,77,575,36]|[383,198,535,221,119,61,342,111]"
L3,L,64,8,64,47,0.696429,"[2,3,6,7,10,12,14,15,16,17,20,21,22,29,30,33,34,35,36,40,41,42,43,44,48,50,52,53,54,56,58,59,61,62,64,65,66,67,68,71,72,73,74,75,76,77,78]","[423,351,103,359,629,540,591,271]|[166,295,341,621,285,126,140,518]|[55,294,279,605,499,19,613,597]|[325,534,427,422,83,246,630,477]|[453,183,549,118,174,340,599,60]|[478,598,334,278,527,406,494,573]|[582,437,237,572,389,326,134,165]|[141,29,333,470,493,117,236,20]"
L4,L,64,9,64,48,0.709091,"[1,2,3,7,8,9,10,11,12,15,21,22,23,25,26,27,29,30,32,33,36,37,38,40,41,42,43,47,48,49,51,53,55,56,57,58,59,60,61,62,63,68,69,70,71,73,75,76]","[476,558,323,182,94,235,388,548]|[382,589,452,413,612,412,604,15]|[324,590,461,301,293,567,82,571]|[125,486,190,610,611,59,76,492]|[349,212,270,302,69,469,387,498]|[206,173,445,339,245,332,398,220]|[269,102,18,189,181,306,444,14]|[58,350,28,397,262,491,426,509]"
M1,M,40,6,40,30,0.705882,"[1,3,9,10,11,16,20,21,23,25,30,31,32,37,39,41,45,50,51,52,54,57,59,65,66,69,72,75,77,79]","[81,421,132,261,164]|[636,365,557,533,188]|[603,620,405,163,93]|[331,475,436,300,526]|[581,556,474,13,133]|[299,316,460,27,244]|[205,298,172,330,602]|[75,411,250,317,532]"
M2,M,40,6,40,30,0.705882,"[2,6,8,9,15,16,21,24,25,33,34,37,41,43,44,48,49,50,51,55,56,58,61,63,66,70,71,73,75,79]","[67,600,68,204,635]|[276,131,490,171,268]|[451,566,565,588,396]|[601,508,442,277,410]|[297,531,329,348,443]|[403,395,570,17,489]|[468,74,196,54,404]|[124,53,450,386,358]"
M3,M,40,7,40,30,0.696970,"[6,9,10,13,15,19,21,26,27,31,32,33,34,35,40,43,44,45,46,47,51,54,55,60,68,70,73,74,76,77]","[110,266,73,347,211]|[547,380,52,364,322]|[267,618,596,275,219]|[249,586,80,435,157]|[373,374,564,381,260]|[619,357,170,441,283]|[595,123,109,609,485]|[321,587,284,409,51]"
S1,S,32,6,32,24,0.692308,"[2,6,12,14,17,22,28,36,40,42,44,45,47,50,51,55,57,60,61,65,66,69,74,77]","[139,402,138,356]|[401,116,337,180]|[408,291,617,594]|[525,363,50,555]|[101,338,524,440]|[484,488,459,115]|[229,530,483,16]|[292,230,379,320]"
S2,S,32,6,32,24,0.692308,"[3,4,6,14,15,20,23,24,25,26,29,33,34,37,43,44,45,46,50,53,59,60,62,67]","[361,202,201,162]|[35,400,195,482]|[354,539,355,473]|[425,372,121,194]|[497,122,296,234]|[362,114,265,187]|[274,49,210,346]|[113,26,186,203]"
S3,S,32,6,32,24,0.692308,"[3,6,7,9,13,19,22,25,28,29,31,34,36,42,43,59,62,63,66,67,68,71,73,77]","[179,472,507,344]|[57,273,248,546]|[232,538,584,48]|[290,496,529,585]|[506,336,200,227]|[528,616,72,25]|[107,156,345,569]|[228,155,233,108]"
