scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.131901,20,20,20
pure_ocs_ksp,0.889454,20,20,20
eps_ecmp,1.106532,20,20,20
ocs_eps_large_small,0.825655,20,20,20
pure_ocs_ksp_greedy,0.952617,20,20,20
ocs_eps_preset_greedy,0.968592,20,20,20
ocs_eps_preset_dynamic_greedy,1.000000,20,20,20
pure_ocs_3hop_preset,0.981839,20,20,20
pure_ocs_pruned,0.981839,20,20,20
ocs_eps_pruned,1.006776,20,20,20
