model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[3,6,7,8,9,15,22,28,29,31,35,37,40,41,42,43,56,57,59,61,68,71,72,73,77]","[343,453,551,332,334,230,591,349]|[254,231,574,79,479,495,327,71]|[127,550,62,455,575,350,54,478]|[229,239,303,55,77,124,301,286]|[255,342,589,477,126,125,30,463]|[335,70,590,53,583,573,493,582]|[623,302,238,287,351,228,31,183]|[300,78,63,494,333,454,581,452]"
L2,L,64,8,64,25,0.303571,"[1,3,7,12,13,15,18,22,28,29,30,33,34,35,37,41,47,48,52,53,64,65,74,75,79]","[247,236,389,246,13,518,122,527]|[420,268,423,103,151,639,109,390]|[382,15,227,285,526,149,245,29]|[278,182,380,61,237,381,422,12]|[638,388,244,269,150,14,429,102]|[519,431,101,606,270,330,391,284]|[421,598,383,430,331,123,605,299]|[607,599,279,181,110,271,111,121]"
L3,L,64,8,64,25,0.303571,"[2,4,9,11,13,15,19,22,24,29,31,34,35,40,41,43,49,52,64,65,67,68,71,77,79]","[325,549,199,159,235,348,197,622]|[621,543,346,75,620,326,522,399]|[94,324,253,276,178,569,21,542]|[252,636,517,23,541,39,418,95]|[637,275,283,329,93,251,419,120]|[18,523,398,571,277,179,108,22]|[524,38,282,525,180,347,570,572]|[76,157,635,198,619,20,158,19]"
L4,L,64,8,64,25,0.303571,"[0,5,8,9,18,19,29,31,32,33,37,38,40,44,48,57,61,62,66,67,68,70,72,76,79]","[46,462,267,539,356,234,500,614]|[263,266,534,249,503,68,250,358]|[47,355,533,248,540,548,547,156]|[580,322,307,298,461,297,501,69]|[308,5,387,155,357,535,321,633]|[309,502,386,634,310,311,613,492]|[74,611,566,567,148,7,615,459]|[359,460,612,45,532,6,323,565]"
M1,M,40,5,40,16,0.314286,"[2,3,8,17,25,27,28,30,34,35,44,46,54,65,68,77]","[222,207,143,223,64]|[373,437,354,224,618]|[281,436,221,27,438]|[280,17,65,274,243]|[372,520,142,226,205]|[521,371,28,206,241]|[374,66,546,375,273]|[67,439,225,141,242]"
M2,M,40,5,40,16,0.314286,"[10,12,13,14,16,27,29,33,37,39,56,64,72,74,77,79]","[118,133,450,116,220]|[107,84,318,597,98]|[451,514,579,577,87]|[632,135,296,576,595]|[515,134,100,117,132]|[516,317,131,578,83]|[596,319,233,99,119]|[85,97,617,265,86]"
M3,M,40,5,40,16,0.314286,"[7,21,23,30,34,36,38,40,43,47,51,56,64,68,75,77]","[60,292,290,413,604]|[415,378,59,602,295]|[172,173,320,304,191]|[186,293,545,414,379]|[188,603,411,174,305]|[513,272,187,345,190]|[306,189,616,412,294]|[377,449,175,240,291]"
S1,S,32,4,32,12,0.285714,"[1,18,19,32,43,53,57,68,69,71,73,75]","[585,260,261,259]|[558,426,258,262]|[457,559,568,556]|[9,153,152,146]|[10,587,554,544]|[147,557,555,428]|[588,11,427,458]|[154,344,586,601]"
S2,S,32,4,32,12,0.285714,"[3,10,13,16,22,32,42,46,53,58,61,62]","[129,81,24,106]|[498,491,370,339]|[490,130,25,340]|[257,497,469,489]|[496,470,26,467]|[341,468,338,82]|[499,369,471,128]|[177,466,337,425]"
S3,S,32,4,32,12,0.285714,"[4,6,11,13,17,18,22,23,25,56,58,69]","[202,184,200,145]|[465,137,204,105]|[104,203,144,139]|[140,553,52,448]|[138,49,34,201]|[36,33,89,185]|[35,50,92,91]|[51,90,37,176]"
