scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,2973.725379,0.742134,2973.725379,0.742134,24,0
pure_ocs_ksp,99.000000,2389.622992,0.596364,2389.622992,0.596364,24,0
eps_ecmp,99.000000,3410.905635,0.851239,3410.905635,0.851239,24,0
ocs_eps_large_small,99.000000,4864.843113,1.214089,4864.843113,1.214089,24,0
pure_ocs_ksp_greedy,99.000000,3412.241381,0.851572,3412.241381,0.851572,24,0
ocs_eps_preset_greedy,99.000000,4344.956794,1.084344,4344.956794,1.084344,24,0
ocs_eps_preset_dynamic_greedy,99.000000,4006.990125,1.000000,4006.990125,1.000000,24,0
pure_ocs_3hop_preset,99.000000,3899.384399,0.973145,3899.384399,0.973145,24,0
pure_ocs_pruned,99.000000,3899.384399,0.973145,3899.384399,0.973145,24,0
ocs_eps_pruned,99.000000,2361.448321,0.589332,2361.448321,0.589332,24,0
