scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.349478,25,25,25
pure_ocs_ksp,1.191302,25,25,25
eps_ecmp,1.261691,25,25,25
ocs_eps_large_small,1.411990,25,25,25
pure_ocs_ksp_greedy,1.058786,25,25,25
ocs_eps_preset_greedy,1.032514,25,25,25
ocs_eps_preset_dynamic_greedy,1.000000,25,25,25
pure_ocs_3hop_preset,1.044103,25,25,25
pure_ocs_pruned,1.044103,25,25,25
ocs_eps_pruned,1.014611,25,25,25
