scheduler,threshold_tag,threshold_pct,seed,num_eps,topo_file,traffic_in,status,run_dir
ocs_eps_large_small,helios_t20,20,45,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_45/native_traffic/infer_mix3L2M1S_seed45_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_45
ocs_eps_large_small,helios_t20,20,46,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_46/native_traffic/infer_mix3L2M1S_seed46_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_46
ocs_eps_large_small,helios_t20,20,47,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_47/native_traffic/infer_mix3L2M1S_seed47_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_47
ocs_eps_large_small,helios_t20,20,48,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_48/native_traffic/infer_mix3L2M1S_seed48_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_48
ocs_eps_large_small,helios_t20,20,49,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_49/native_traffic/infer_mix3L2M1S_seed49_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_49
ocs_eps_large_small,helios_t20,20,50,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_50/native_traffic/infer_mix3L2M1S_seed50_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_50
ocs_eps_large_small,helios_t20,20,51,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_51/native_traffic/infer_mix3L2M1S_seed51_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t20/seed_51
ocs_eps_large_small,helios_t30,30,42,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_42/native_traffic/infer_mix3L2M1S_seed42_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_42
ocs_eps_large_small,helios_t30,30,43,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_43/native_traffic/infer_mix3L2M1S_seed43_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_43
ocs_eps_large_small,helios_t30,30,44,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_44/native_traffic/infer_mix3L2M1S_seed44_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_44
ocs_eps_large_small,helios_t30,30,45,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_45/native_traffic/infer_mix3L2M1S_seed45_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_45
ocs_eps_large_small,helios_t30,30,46,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_46/native_traffic/infer_mix3L2M1S_seed46_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_46
ocs_eps_large_small,helios_t30,30,47,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_47/native_traffic/infer_mix3L2M1S_seed47_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_47
ocs_eps_large_small,helios_t30,30,48,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_48/native_traffic/infer_mix3L2M1S_seed48_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_48
ocs_eps_large_small,helios_t30,30,49,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_49/native_traffic/infer_mix3L2M1S_seed49_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_49
ocs_eps_large_small,helios_t30,30,50,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_50/native_traffic/infer_mix3L2M1S_seed50_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_50
ocs_eps_large_small,helios_t30,30,51,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_51/native_traffic/infer_mix3L2M1S_seed51_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t30/seed_51
ocs_eps_large_small,helios_t40,40,42,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_42/native_traffic/infer_mix3L2M1S_seed42_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_42
ocs_eps_large_small,helios_t40,40,43,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_43/native_traffic/infer_mix3L2M1S_seed43_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_43
ocs_eps_large_small,helios_t40,40,44,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_44/native_traffic/infer_mix3L2M1S_seed44_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_44
ocs_eps_large_small,helios_t40,40,45,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_45/native_traffic/infer_mix3L2M1S_seed45_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_45
ocs_eps_large_small,helios_t40,40,46,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_46/native_traffic/infer_mix3L2M1S_seed46_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_46
ocs_eps_large_small,helios_t40,40,47,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_47/native_traffic/infer_mix3L2M1S_seed47_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_47
ocs_eps_large_small,helios_t40,40,48,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_48/native_traffic/infer_mix3L2M1S_seed48_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_48
ocs_eps_large_small,helios_t40,40,49,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_49/native_traffic/infer_mix3L2M1S_seed49_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_49
ocs_eps_large_small,helios_t40,40,50,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_50/native_traffic/infer_mix3L2M1S_seed50_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_50
ocs_eps_large_small,helios_t40,40,51,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_51/native_traffic/infer_mix3L2M1S_seed51_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t40/seed_51
ocs_eps_large_small,helios_t50,50,42,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_42/native_traffic/infer_mix3L2M1S_seed42_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_42
ocs_eps_large_small,helios_t50,50,43,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_43/native_traffic/infer_mix3L2M1S_seed43_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_43
ocs_eps_large_small,helios_t50,50,44,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_44/native_traffic/infer_mix3L2M1S_seed44_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_44
ocs_eps_large_small,helios_t50,50,45,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_45/native_traffic/infer_mix3L2M1S_seed45_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_45
ocs_eps_large_small,helios_t50,50,46,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_46/native_traffic/infer_mix3L2M1S_seed46_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_46
ocs_eps_large_small,helios_t50,50,47,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_47/native_traffic/infer_mix3L2M1S_seed47_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_47
ocs_eps_large_small,helios_t50,50,48,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_48/native_traffic/infer_mix3L2M1S_seed48_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_48
ocs_eps_large_small,helios_t50,50,49,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_49/native_traffic/infer_mix3L2M1S_seed49_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_49
ocs_eps_large_small,helios_t50,50,50,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_50/native_traffic/infer_mix3L2M1S_seed50_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_50
ocs_eps_large_small,helios_t50,50,51,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_51/native_traffic/infer_mix3L2M1S_seed51_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t50/seed_51
ocs_eps_large_small,helios_t60,60,42,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_42/native_traffic/infer_mix3L2M1S_seed42_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_42
ocs_eps_large_small,helios_t60,60,43,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_43/native_traffic/infer_mix3L2M1S_seed43_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_43
ocs_eps_large_small,helios_t60,60,44,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_44/native_traffic/infer_mix3L2M1S_seed44_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_44
ocs_eps_large_small,helios_t60,60,45,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_45/native_traffic/infer_mix3L2M1S_seed45_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_45
ocs_eps_large_small,helios_t60,60,46,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_46/native_traffic/infer_mix3L2M1S_seed46_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_46
ocs_eps_large_small,helios_t60,60,47,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_47/native_traffic/infer_mix3L2M1S_seed47_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_47
ocs_eps_large_small,helios_t60,60,48,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_48/native_traffic/infer_mix3L2M1S_seed48_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_48
ocs_eps_large_small,helios_t60,60,49,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_49/native_traffic/infer_mix3L2M1S_seed49_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_49
ocs_eps_large_small,helios_t60,60,50,1,/home/xuheng/hyacinth/experiments/topology/n40_k3_c8_eps1.txt,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_50/native_traffic/infer_mix3L2M1S_seed50_40racks.htsim,ok,/home/xuheng/hyacinth/experiments/expe_logs_threshold_sweep/threshold_sweep/batch_20260524_181615_threshold_sweep/results/helios_t60/seed_50
