model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[5,6,9,14,17,18,31,36,40,43,47,57,58,60,62,67,74,78]","[598,542,471,463]|[151,599,503,255]|[295,254,327,543]|[630,351,350,326]|[79,78,294,382]|[47,383,143,293]|[597,142,462,487]|[470,119,55,631]"
S2,S,32,4,32,18,0.500000,"[5,7,9,20,22,24,26,27,39,41,43,48,56,63,64,67,74,76]","[45,614,541,348]|[215,391,62,61]|[518,349,167,63]|[517,183,455,595]|[214,615,77,198]|[519,213,182,335]|[46,596,199,223]|[390,222,319,511]"
S3,S,32,4,32,18,0.500000,"[7,11,13,20,21,22,24,31,35,45,49,50,52,56,60,69,71,79]","[196,399,180,406]|[175,174,95,638]|[639,366,59,166]|[111,485,109,197]|[94,558,253,110]|[60,407,287,575]|[454,486,181,559]|[405,423,252,367]"
S4,S,32,4,32,18,0.500000,"[6,9,19,20,23,28,29,40,43,44,46,50,56,59,61,73,74,79]","[495,325,493,238]|[402,375,159,637]|[374,403,76,594]|[478,191,165,494]|[453,231,54,373]|[190,359,591,479]|[53,636,239,590]|[346,347,404,164]"
S5,S,32,4,32,18,0.500000,"[1,12,16,21,23,25,26,27,28,47,52,54,55,62,63,67,69,71]","[212,188,15,540]|[539,206,103,173]|[556,380,502,574]|[446,439,422,573]|[510,557,172,135]|[189,447,230,509]|[379,381,501,221]|[220,207,102,421]"
S6,S,32,4,32,18,0.500000,"[1,7,8,12,13,14,16,19,26,37,44,46,48,57,59,71,72,76]","[303,570,70,100]|[108,372,158,477]|[571,118,461,157]|[14,134,71,211]|[107,301,357,302]|[388,475,572,156]|[389,58,476,358]|[582,101,613,583]"
S7,S,32,4,32,18,0.500000,"[0,10,12,15,23,28,39,40,48,49,50,53,56,60,61,64,67,70]","[5,400,228,566]|[7,567,491,87]|[483,187,186,484]|[515,538,323,229]|[431,492,318,4]|[387,397,317,99]|[401,6,516,452]|[430,127,398,324]"
S8,S,32,4,32,18,0.500000,"[0,5,6,8,12,17,20,32,37,39,44,48,55,57,64,65,67,75]","[459,300,537,97]|[514,526,356,69]|[525,66,163,458]|[607,98,386,67]|[444,316,141,44]|[606,68,3,527]|[52,162,513,263]|[460,445,536,315]"
S9,S,32,4,32,18,0.500000,"[2,11,16,20,24,25,28,30,34,36,43,45,49,64,69,70,78,79]","[247,396,364,565]|[21,512,279,245]|[345,246,161,227]|[634,20,133,195]|[19,628,92,633]|[204,22,205,244]|[93,395,555,23]|[365,292,629,635]"
S10,S,32,4,32,18,0.500000,"[9,14,18,22,29,32,34,35,43,53,61,62,63,70,72,73,76,78]","[150,563,490,286]|[179,177,508,149]|[262,261,116,75]|[612,178,277,278]|[285,500,588,581]|[344,589,117,564]|[429,611,627,489]|[499,237,276,507]"
