case_base,seed,scheduler,avg_solve_time_ms
mix10L,42,ocs_eps_global_ksp,0.000
mix10L,42,pure_ocs_ksp,0.000
mix10L,42,eps_ecmp,0.000
mix10L,42,pure_ocs_ksp_greedy,0.158
mix10L,42,ocs_eps_preset_dynamic_greedy,0.317
mix10L,42,pure_ocs_pruned,0.597
mix10L,42,ocs_eps_pruned,1.098
mix10L,42,ocs_eps_large_small,0.000
mix10L,42,ocs_eps_preset_greedy,0.181
mix10L,42,pure_ocs_3hop_preset,0.618
mix10L,43,ocs_eps_global_ksp,0.000
mix10L,43,pure_ocs_ksp,0.000
mix10L,43,eps_ecmp,0.000
mix10L,43,pure_ocs_ksp_greedy,0.191
mix10L,43,ocs_eps_preset_dynamic_greedy,0.315
mix10L,43,pure_ocs_pruned,0.583
mix10L,43,ocs_eps_pruned,1.113
mix10L,43,ocs_eps_large_small,0.000
mix10L,43,ocs_eps_preset_greedy,0.217
mix10L,43,pure_ocs_3hop_preset,0.617
mix10L,44,ocs_eps_global_ksp,0.000
mix10L,44,pure_ocs_ksp,0.000
mix10L,44,eps_ecmp,0.000
mix10L,44,pure_ocs_ksp_greedy,0.193
mix10L,44,ocs_eps_preset_dynamic_greedy,0.318
mix10L,44,pure_ocs_pruned,0.882
mix10L,44,ocs_eps_pruned,1.142
mix10L,44,ocs_eps_large_small,0.000
mix10L,44,ocs_eps_preset_greedy,0.216
mix10L,44,pure_ocs_3hop_preset,1.018
mix10L,45,ocs_eps_global_ksp,0.000
mix10L,45,pure_ocs_ksp,0.000
mix10L,45,eps_ecmp,0.000
mix10L,45,pure_ocs_ksp_greedy,0.175
mix10L,45,ocs_eps_preset_dynamic_greedy,0.317
mix10L,45,pure_ocs_pruned,0.935
mix10L,45,ocs_eps_pruned,1.135
mix10L,45,ocs_eps_large_small,0.000
mix10L,45,ocs_eps_preset_greedy,0.209
mix10L,45,pure_ocs_3hop_preset,0.627
mix10L,46,ocs_eps_global_ksp,0.000
mix10L,46,pure_ocs_ksp,0.000
mix10L,46,eps_ecmp,0.000
mix10L,46,pure_ocs_ksp_greedy,0.150
mix10L,46,ocs_eps_preset_dynamic_greedy,0.315
mix10L,46,pure_ocs_pruned,0.917
mix10L,46,ocs_eps_pruned,1.115
mix10L,46,ocs_eps_large_small,0.000
mix10L,46,ocs_eps_preset_greedy,0.177
mix10L,46,pure_ocs_3hop_preset,1.065
mix10L,47,ocs_eps_global_ksp,0.000
mix10L,47,pure_ocs_ksp,0.000
mix10L,47,eps_ecmp,0.000
mix10L,47,pure_ocs_ksp_greedy,0.190
mix10L,47,ocs_eps_preset_dynamic_greedy,0.324
mix10L,47,pure_ocs_pruned,0.606
mix10L,47,ocs_eps_pruned,1.109
mix10L,47,ocs_eps_large_small,0.000
mix10L,47,ocs_eps_preset_greedy,0.207
mix10L,47,pure_ocs_3hop_preset,0.624
mix10L,48,ocs_eps_global_ksp,0.000
mix10L,48,pure_ocs_ksp,0.000
mix10L,48,eps_ecmp,0.000
mix10L,48,pure_ocs_ksp_greedy,0.161
mix10L,48,ocs_eps_preset_dynamic_greedy,0.326
mix10L,48,pure_ocs_pruned,0.986
mix10L,48,ocs_eps_pruned,0.805
mix10L,48,ocs_eps_large_small,0.000
mix10L,48,ocs_eps_preset_greedy,0.180
mix10L,48,pure_ocs_3hop_preset,1.071
mix10L,49,ocs_eps_global_ksp,0.000
mix10L,49,pure_ocs_ksp,0.000
mix10L,49,eps_ecmp,0.000
mix10L,49,pure_ocs_ksp_greedy,0.149
mix10L,49,ocs_eps_preset_dynamic_greedy,0.325
mix10L,49,pure_ocs_pruned,0.931
mix10L,49,ocs_eps_pruned,1.069
mix10L,49,ocs_eps_large_small,0.000
mix10L,49,ocs_eps_preset_greedy,0.180
mix10L,49,pure_ocs_3hop_preset,0.923
mix10L,50,ocs_eps_global_ksp,0.000
mix10L,50,pure_ocs_ksp,0.000
mix10L,50,eps_ecmp,0.000
mix10L,50,pure_ocs_ksp_greedy,0.181
mix10L,50,ocs_eps_preset_dynamic_greedy,0.322
mix10L,50,pure_ocs_pruned,0.592
mix10L,50,ocs_eps_pruned,0.616
