case_base,seed,scheduler,avg_relative_cct_vs_dynamic
mix10L,42,ocs_eps_global_ksp,1.847
mix10L,42,pure_ocs_ksp,1.051
mix10L,42,eps_ecmp,1.037
mix10L,42,pure_ocs_ksp_greedy,0.983
mix10L,42,ocs_eps_preset_dynamic_greedy,1.000
mix10L,42,pure_ocs_pruned,0.945
mix10L,42,ocs_eps_pruned,1.036
mix10L,42,ocs_eps_large_small,1.129
mix10L,42,ocs_eps_preset_greedy,1.024
mix10L,42,pure_ocs_3hop_preset,0.945
mix10L,43,ocs_eps_global_ksp,1.877
mix10L,43,pure_ocs_ksp,1.106
mix10L,43,eps_ecmp,1.112
mix10L,43,pure_ocs_ksp_greedy,0.944
mix10L,43,ocs_eps_preset_dynamic_greedy,1.000
mix10L,43,pure_ocs_pruned,0.969
mix10L,43,ocs_eps_pruned,1.074
mix10L,43,ocs_eps_large_small,1.044
mix10L,43,ocs_eps_preset_greedy,1.151
mix10L,43,pure_ocs_3hop_preset,0.969
mix10L,44,ocs_eps_global_ksp,1.814
mix10L,44,pure_ocs_ksp,1.052
mix10L,44,eps_ecmp,1.182
mix10L,44,pure_ocs_ksp_greedy,1.052
mix10L,44,ocs_eps_preset_dynamic_greedy,1.000
mix10L,44,pure_ocs_pruned,1.101
mix10L,44,ocs_eps_pruned,1.011
mix10L,44,ocs_eps_large_small,1.028
mix10L,44,ocs_eps_preset_greedy,0.953
mix10L,44,pure_ocs_3hop_preset,1.101
mix10L,45,ocs_eps_global_ksp,2.148
mix10L,45,pure_ocs_ksp,0.996
mix10L,45,eps_ecmp,1.220
mix10L,45,pure_ocs_ksp_greedy,0.968
mix10L,45,ocs_eps_preset_dynamic_greedy,1.000
mix10L,45,pure_ocs_pruned,0.912
mix10L,45,ocs_eps_pruned,0.883
mix10L,45,ocs_eps_large_small,0.918
mix10L,45,ocs_eps_preset_greedy,0.873
mix10L,45,pure_ocs_3hop_preset,0.912
mix10L,46,ocs_eps_global_ksp,2.051
mix10L,46,pure_ocs_ksp,1.021
mix10L,46,eps_ecmp,1.014
mix10L,46,pure_ocs_ksp_greedy,0.973
mix10L,46,ocs_eps_preset_dynamic_greedy,1.000
mix10L,46,pure_ocs_pruned,0.932
mix10L,46,ocs_eps_pruned,0.927
mix10L,46,ocs_eps_large_small,0.861
mix10L,46,ocs_eps_preset_greedy,0.890
mix10L,46,pure_ocs_3hop_preset,0.932
mix10L,47,ocs_eps_global_ksp,1.882
mix10L,47,pure_ocs_ksp,1.028
mix10L,47,eps_ecmp,1.280
mix10L,47,pure_ocs_ksp_greedy,1.020
mix10L,47,ocs_eps_preset_dynamic_greedy,1.000
mix10L,47,pure_ocs_pruned,1.012
mix10L,47,ocs_eps_pruned,0.995
mix10L,47,ocs_eps_large_small,1.099
mix10L,47,ocs_eps_preset_greedy,1.231
