scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1255.432225,0.803312,1255.432225,0.803312,80,0
pure_ocs_ksp,100.000000,1568.169546,1.003423,1568.169546,1.003423,80,0
eps_ecmp,100.000000,1731.662780,1.108037,1731.662780,1.108037,80,0
ocs_eps_large_small,100.000000,2416.308234,1.546120,2416.308234,1.546120,80,0
pure_ocs_ksp_greedy,100.000000,1404.332092,0.898588,1404.332092,0.898588,80,0
ocs_eps_preset_greedy,100.000000,1186.928387,0.759478,1186.928387,0.759478,80,0
ocs_eps_preset_dynamic_greedy,100.000000,1562.820553,1.000000,1562.820553,1.000000,80,0
pure_ocs_3hop_preset,100.000000,1805.154586,1.155062,1805.154586,1.155062,80,0
pure_ocs_pruned,100.000000,1805.154586,1.155062,1805.154586,1.155062,80,0
ocs_eps_pruned,100.000000,1397.604184,0.894283,1397.604184,0.894283,80,0
