scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,4282.866,1.866,4282.866,1.866,48,0
helios_t20,95.0,4014.719,1.749,4014.719,1.749,48,0
helios_t30,95.0,3642.361,1.587,3642.361,1.587,48,0
helios_t40,95.0,3324.215,1.448,3324.215,1.448,48,0
helios_t50,95.0,2634.313,1.147,2634.313,1.147,48,0
helios_t60,95.0,2822.805,1.230,2822.805,1.230,48,0
helios_t70,95.0,2854.915,1.244,2854.915,1.244,48,0
helios_t80,95.0,3138.668,1.367,3138.668,1.367,48,0
helios_t90,95.0,3210.110,1.398,3210.110,1.398,48,0
hyacinth_dynamic,95.0,2295.720,1.000,2295.720,1.000,48,0
hyacinth_preset_t10,95.0,4240.020,1.847,4240.020,1.847,48,0
hyacinth_preset_t20,95.0,3312.897,1.443,3312.897,1.443,48,0
hyacinth_preset_t30,95.0,2767.367,1.205,2767.367,1.205,48,0
hyacinth_preset_t40,95.0,2998.020,1.306,2998.020,1.306,48,0
hyacinth_preset_t50,95.0,2590.283,1.128,2590.283,1.128,48,0
hyacinth_preset_t60,95.0,2979.643,1.298,2979.643,1.298,48,0
hyacinth_preset_t70,95.0,3021.542,1.316,3021.542,1.316,48,0
hyacinth_preset_t80,95.0,3070.859,1.338,3070.859,1.338,48,0
hyacinth_preset_t90,95.0,2911.562,1.268,2911.562,1.268,48,0
