scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,99.0,4780.495,1.842,4780.495,1.842,48,0
helios_t20,99.0,4255.121,1.640,4255.121,1.640,48,0
helios_t30,99.0,4315.345,1.663,4315.345,1.663,48,0
helios_t40,99.0,4610.961,1.777,4610.961,1.777,48,0
helios_t50,99.0,3256.174,1.255,3256.174,1.255,48,0
helios_t60,99.0,3004.553,1.158,3004.553,1.158,48,0
helios_t70,99.0,2893.792,1.115,2893.792,1.115,48,0
helios_t80,99.0,3855.524,1.486,3855.524,1.486,48,0
helios_t90,99.0,3495.159,1.347,3495.159,1.347,48,0
hyacinth_dynamic,99.0,2595.328,1.000,2595.328,1.000,48,0
hyacinth_preset_t10,99.0,4588.263,1.768,4588.263,1.768,48,0
hyacinth_preset_t20,99.0,3603.882,1.389,3603.882,1.389,48,0
hyacinth_preset_t30,99.0,3034.713,1.169,3034.713,1.169,48,0
hyacinth_preset_t40,99.0,3676.904,1.417,3676.904,1.417,48,0
hyacinth_preset_t50,99.0,3175.127,1.223,3175.127,1.223,48,0
hyacinth_preset_t60,99.0,3103.353,1.196,3103.353,1.196,48,0
hyacinth_preset_t70,99.0,3293.675,1.269,3293.675,1.269,48,0
hyacinth_preset_t80,99.0,3134.767,1.208,3134.767,1.208,48,0
hyacinth_preset_t90,99.0,3634.543,1.400,3634.543,1.400,48,0
