scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1386.769703,1.805654,1386.769703,1.805654,80,0
pure_ocs_ksp,100.000000,879.939306,1.145732,879.939306,1.145732,80,0
eps_ecmp,100.000000,819.451233,1.066973,819.451233,1.066973,80,0
ocs_eps_large_small,100.000000,830.057662,1.080783,830.057662,1.080783,80,0
pure_ocs_ksp_greedy,100.000000,806.788089,1.050485,806.788089,1.050485,80,0
ocs_eps_preset_greedy,100.000000,881.925896,1.148318,881.925896,1.148318,80,0
ocs_eps_preset_dynamic_greedy,100.000000,768.015099,1.000000,768.015099,1.000000,80,0
pure_ocs_3hop_preset,100.000000,798.122664,1.039202,798.122664,1.039202,80,0
pure_ocs_pruned,100.000000,798.122664,1.039202,798.122664,1.039202,80,0
ocs_eps_pruned,100.000000,826.537383,1.076199,826.537383,1.076199,80,0
