scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,2698.669448,1.431072,2698.669448,1.431072,80,0
pure_ocs_ksp,99.000000,1832.839985,0.971933,1832.839985,0.971933,80,0
eps_ecmp,99.000000,1760.672869,0.933664,1760.672869,0.933664,80,0
ocs_eps_large_small,99.000000,1592.521411,0.844495,1592.521411,0.844495,80,0
pure_ocs_ksp_greedy,99.000000,1381.029269,0.732343,1381.029269,0.732343,80,0
ocs_eps_preset_greedy,99.000000,2067.727497,1.096491,2067.727497,1.096491,80,0
ocs_eps_preset_dynamic_greedy,99.000000,1885.767831,1.000000,1885.767831,1.000000,80,0
pure_ocs_3hop_preset,99.000000,2079.079078,1.102511,2079.079078,1.102511,80,0
pure_ocs_pruned,99.000000,2079.079078,1.102511,2079.079078,1.102511,80,0
ocs_eps_pruned,99.000000,1801.929748,0.955542,1801.929748,0.955542,80,0
