scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,3882.157981,1.372911,3882.157981,1.372911,48,0
pure_ocs_ksp,100.000000,3846.493979,1.360299,3846.493979,1.360299,48,0
eps_ecmp,100.000000,1939.790885,0.686000,1939.790885,0.686000,48,0
ocs_eps_large_small,100.000000,4270.223981,1.510149,4270.223981,1.510149,48,0
pure_ocs_ksp_greedy,100.000000,3778.230094,1.336158,3778.230094,1.336158,48,0
ocs_eps_preset_greedy,100.000000,3704.259544,1.309998,3704.259544,1.309998,48,0
ocs_eps_preset_dynamic_greedy,100.000000,2827.682997,1.000000,2827.682997,1.000000,48,0
pure_ocs_3hop_preset,100.000000,3272.624382,1.157352,3272.624382,1.157352,48,0
pure_ocs_pruned,100.000000,3272.624382,1.157352,3272.624382,1.157352,48,0
ocs_eps_pruned,100.000000,4177.329221,1.477298,4177.329221,1.477298,48,0
