scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,859.182759,1.242725,859.182759,1.242725,80,0
pure_ocs_ksp,100.000000,669.890758,0.968932,669.890758,0.968932,80,0
eps_ecmp,100.000000,676.413230,0.978366,676.413230,0.978366,80,0
ocs_eps_large_small,100.000000,633.611106,0.916457,633.611106,0.916457,80,0
pure_ocs_ksp_greedy,100.000000,697.784727,1.009278,697.784727,1.009278,80,0
ocs_eps_preset_greedy,100.000000,630.932551,0.912583,630.932551,0.912583,80,0
ocs_eps_preset_dynamic_greedy,100.000000,691.370183,1.000000,691.370183,1.000000,80,0
pure_ocs_3hop_preset,100.000000,631.003066,0.912685,631.003066,0.912685,80,0
pure_ocs_pruned,100.000000,631.003066,0.912685,631.003066,0.912685,80,0
ocs_eps_pruned,100.000000,635.779131,0.919593,635.779131,0.919593,80,0
