model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[4,5,8,12,15,16,28,32,33,37,39,41,43,44,51,52,55,56,60,67,71,74,75,76,78]","[350,452,575,318,271,303,606,540]|[261,349,598,447,133,132,231,230]|[127,319,485,262,126,615,415,37]|[71,605,453,260,330,423,269,543]|[607,134,446,542,39,103,484,414]|[263,358,331,135,125,131,270,332]|[487,38,574,455,486,359,631,454]|[335,333,351,541,47,334,599,302]"
L2,L,64,8,64,25,0.303571,"[6,8,11,12,13,14,23,24,27,28,30,33,34,37,38,40,48,54,56,60,62,67,72,74,75]","[190,450,110,92,54,223,277,191]|[228,188,310,102,94,539,111,604]|[245,279,538,311,276,246,309,53]|[439,390,327,597,117,197,55,483]|[326,100,229,247,93,198,101,325]|[537,451,278,70,52,603,391,119]|[199,118,503,324,583,189,268,227]|[95,301,582,196,116,222,438,69]"
L3,L,64,8,64,25,0.303571,"[6,12,15,17,20,22,23,24,26,27,28,33,44,48,54,55,56,62,64,65,69,71,73,76,78]","[589,141,143,267,356,226,389,614]|[165,449,573,436,629,443,559,387]|[166,388,437,630,99,558,187,219]|[590,183,167,214,357,142,571,98]|[518,502,516,186,525,355,215,527]|[444,435,185,517,448,140,97,139]|[591,195,221,182,124,570,445,557]|[51,515,220,519,526,613,501,572]"
L4,L,64,8,64,25,0.303571,"[0,1,8,15,16,17,18,22,28,30,32,34,40,41,42,45,57,60,62,63,70,71,74,78,79]","[364,637,150,362,138,510,151,594]|[366,68,367,14,137,259,462,463]|[638,343,148,499,627,275,363,12]|[569,567,225,7,244,639,243,500]|[511,565,481,365,628,461,130,15]|[67,342,509,149,480,322,596,123]|[460,181,147,329,482,258,180,66]|[323,595,122,626,566,13,224,636]"
M1,M,40,5,40,16,0.314286,"[3,6,10,12,29,30,32,34,35,38,42,51,55,72,73,76]","[29,442,96,84,612]|[307,585,308,287,588]|[87,86,242,241,412]|[273,441,581,50,340]|[339,285,30,580,413]|[237,274,579,85,586]|[341,410,31,587,286]|[257,239,411,306,238]"
M2,M,40,5,40,16,0.314286,"[5,9,10,13,20,22,27,32,33,41,49,52,57,58,68,69]","[422,44,399,179,217]|[45,177,216,162,471]|[79,109,398,78,459]|[163,266,470,107,83]|[550,46,218,551,178]|[549,164,556,108,555]|[76,469,421,256,468]|[396,77,397,554,328]"
M3,M,40,5,40,16,0.314286,"[2,8,9,17,22,25,48,49,53,54,55,57,62,63,70,78]","[203,22,65,176,508]|[206,204,563,564,386]|[75,434,205,74,394]|[429,18,506,207,395]|[23,201,505,21,431]|[393,20,562,384,458]|[430,440,136,385,625]|[428,507,202,19,498]"
S1,S,32,4,32,12,0.285714,"[9,14,25,29,30,35,36,38,44,61,71,74]","[284,200,494,281]|[491,233,72,353]|[293,282,235,115]|[234,236,283,593]|[73,495,354,232]|[490,294,568,113]|[114,592,292,492]|[493,240,305,295]"
S2,S,32,4,32,12,0.285714,"[7,21,23,39,42,46,57,58,62,68,69,77]","[372,173,63,548]|[553,172,618,375]|[547,467,620,373]|[623,314,546,184]|[316,338,337,374]|[456,457,622,61]|[62,315,619,175]|[497,174,621,317]"
S3,S,32,4,32,12,0.285714,"[1,4,7,8,13,15,36,40,42,45,46,79]","[59,360,11,34]|[121,120,33,64]|[336,361,288,635]|[10,58,8,291]|[321,634,9,105]|[290,370,320,369]|[60,36,57,371]|[32,106,289,35]"
