scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,2.584,26,26,26
pure_ocs_ksp,1.321,26,26,26
eps_ecmp,0.789,26,26,26
ocs_eps_large_small,1.684,26,26,26
pure_ocs_ksp_greedy,1.206,26,26,26
ocs_eps_preset_greedy,2.048,26,26,26
ocs_eps_preset_dynamic_greedy,1.000,26,26,26
pure_ocs_3hop_preset,1.306,26,26,26
pure_ocs_pruned,1.306,26,26,26
ocs_eps_pruned,0.948,26,26,26
