model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,36,0.500000,"[8,17,23,25,26,27,29,32,33,34,35,36,38,41,42,43,45,46,48,50,54,57,60,61,63,64,65,66,69,71,72,73,74,75,76,77]","[518,598,591,534,205,334,583,535]|[599,615,69,486,335,295,582,263]|[607,519,391,206,341,190,606,278]|[495,375,223,222,487,311,493,559]|[622,614,287,271,70,143,191,366]|[215,407,438,511,270,527,239,575]|[207,558,342,262,463,623,590,343]|[279,351,439,526,261,494,367,71]"
L2,L,64,8,64,36,0.500000,"[1,2,3,7,9,10,13,17,19,20,22,24,25,26,27,29,30,31,33,34,38,42,46,47,48,59,61,63,64,66,68,72,74,76,78,79]","[141,214,255,204,638,110,142,382]|[254,383,309,31,639,63,517,533]|[596,551,310,220,509,631,374,479]|[580,612,183,276,389,613,268,23]|[77,510,203,581,167,388,159,221]|[247,238,79,275,338,492,390,15]|[269,246,508,87,78,182,14,340]|[277,339,22,491,111,199,597,166]"
L3,L,64,8,64,36,0.500000,"[0,1,3,4,6,7,8,11,13,15,16,20,23,24,28,29,31,32,34,35,36,37,39,42,44,46,50,52,53,57,59,60,64,65,70,72]","[195,477,462,231,67,459,62,196]|[30,301,253,485,567,460,189,260]|[319,7,127,294,359,431,108,54]|[358,318,29,235,230,303,423,286]|[165,68,516,13,525,373,285,188]|[337,135,292,55,38,197,39,579]|[198,94,274,236,134,357,95,302]|[109,406,237,478,422,461,293,484]"
L4,L,64,8,64,36,0.500000,"[2,3,4,5,8,18,19,21,25,27,32,33,34,35,37,38,39,40,41,47,50,53,54,56,57,58,59,64,65,69,70,72,73,75,76,79]","[202,316,636,515,332,566,557,457]|[404,317,405,284,468,381,201,257]|[47,524,66,258,469,611,158,259]|[273,46,467,308,151,471,470,21]|[28,437,315,458,380,45,157,174]|[430,307,455,453,314,37,476,333]|[331,578,267,637,454,325,589,605]|[219,327,300,429,588,175,326,587]"
L5,L,64,9,64,36,0.490909,"[0,2,3,4,5,8,9,10,16,25,27,28,29,31,32,33,35,41,46,47,48,50,54,56,57,60,62,64,65,66,67,68,72,73,77,79]","[543,76,26,618,550,371,532,621]|[387,500,501,234,229,35,403,5]|[456,130,20,549,86,619,370,19]|[634,452,6,577,378,436,531,256]|[43,252,620,523,42,451,266,386]|[514,44,85,218,132,586,65,372]|[131,483,330,200,502,385,27,377]|[133,228,435,635,503,379,36,283]"
L6,L,64,9,64,36,0.490909,"[2,4,7,8,9,10,14,17,18,22,23,24,27,31,37,38,39,42,43,44,45,46,47,50,51,52,53,54,60,63,64,68,70,71,75,79]","[312,350,306,64,573,356,61,401]|[513,415,149,414,187,481,194,507]|[349,119,355,118,140,376,402,354]|[413,548,193,433,482,251,564,365]|[18,363,148,633,421,181,298,411]|[574,60,364,512,563,150,412,427]|[84,434,565,369,192,217,604,180]|[34,313,428,410,336,299,297,75]"
L7,L,64,10,64,37,0.500000,"[0,2,3,4,5,6,11,12,13,14,17,18,23,26,29,31,33,35,40,46,49,50,51,52,53,55,58,62,63,67,68,69,70,74,76,77,79]","[466,397,610,147,53,546,92,445]|[324,545,398,2,282,185,250,4]|[100,506,395,116,93,400,1,447]|[33,101,542,420,368,3,249,632]|[465,555,25,547,233,117,499,399]|[91,396,594,595,103,102,265,41]|[107,248,426,498,139,17,617,213]|[51,556,541,446,562,186,52,409]"
L8,L,64,12,64,38,0.500000,"[1,2,3,4,5,6,7,9,10,12,13,15,16,18,19,20,22,26,27,28,30,40,41,44,48,49,52,54,55,59,61,62,66,67,72,73,74,77]","[329,353,394,24,593,98,393,124]|[59,57,122,473,156,443,384,585]|[74,474,126,106,226,163,444,539]|[145,11,497,227,216,432,125,58]|[99,144,16,164,323,129,10,245]|[419,530,616,12,490,32,128,210]|[576,418,211,244,475,155,146,40]|[417,123,212,9,540,83,179,50]"
L9,L,64,17,56,36,0.487179,"[0,1,6,10,12,13,14,15,21,23,26,29,30,35,36,40,41,43,44,45,49,52,55,56,58,59,61,62,63,65,66,68,71,73,75,76]","[441,209,504,464,529,346,48,601]|[392,528,115,450,105,322,243,520]|[114,104,184,489,120,347,608,522]|[0,488,121,603,571,609,348,521]|[49,448,171,281,291,232,416,572]|[242,449,97,321,352,328,172,345]|[602,442,505,362,208,472,82,496]|[170,169,584,173,544,96,8,241]"
L10,L,64,32,32,32,0.000000,"[7,9,10,11,14,17,19,20,21,22,28,30,33,34,35,36,37,38,40,43,45,51,53,55,60,67,69,70,71,74,75,78]","[361,538,553,425,628,90,304,290]|[161,440,554,162,113,289,625,627]|[178,624,240,112,81,136,288,177]|[264,560,89,592,536,537,320,568]|[629,176,480,570,626,600,160,153]|[630,88,360,408,168,296,137,225]|[138,73,72,569,154,80,280,56]|[224,272,424,344,305,552,152,561]"
