seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,2.490
42,pure_ocs_ksp,1.139
42,eps_ecmp,0.616
42,pure_ocs_ksp_greedy,2.125
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,2.493
42,ocs_eps_pruned,1.606
42,ocs_eps_large_small,1.431
42,ocs_eps_preset_greedy,3.023
42,pure_ocs_3hop_preset,2.493
43,ocs_eps_global_ksp,3.207
43,pure_ocs_ksp,1.200
43,eps_ecmp,0.681
43,pure_ocs_ksp_greedy,1.351
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.906
43,ocs_eps_pruned,1.354
43,ocs_eps_large_small,2.096
43,ocs_eps_preset_greedy,2.458
43,pure_ocs_3hop_preset,1.906
44,ocs_eps_global_ksp,1.304
44,pure_ocs_ksp,1.456
44,eps_ecmp,0.693
44,pure_ocs_ksp_greedy,1.264
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.897
44,ocs_eps_pruned,1.257
44,ocs_eps_large_small,1.312
44,ocs_eps_preset_greedy,2.269
44,pure_ocs_3hop_preset,1.897
45,ocs_eps_global_ksp,1.510
45,pure_ocs_ksp,1.129
45,eps_ecmp,0.588
45,pure_ocs_ksp_greedy,1.193
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.444
45,ocs_eps_pruned,0.885
45,ocs_eps_large_small,1.109
45,ocs_eps_preset_greedy,2.117
45,pure_ocs_3hop_preset,1.444
46,ocs_eps_global_ksp,2.229
46,pure_ocs_ksp,1.484
46,eps_ecmp,0.663
46,pure_ocs_ksp_greedy,1.411
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.113
46,ocs_eps_pruned,1.418
46,ocs_eps_large_small,1.848
46,ocs_eps_preset_greedy,15.444
46,pure_ocs_3hop_preset,1.113
47,ocs_eps_global_ksp,2.012
47,pure_ocs_ksp,1.279
47,eps_ecmp,0.602
47,pure_ocs_ksp_greedy,1.500
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.410
47,ocs_eps_pruned,1.614
47,ocs_eps_large_small,1.577
47,ocs_eps_preset_greedy,4.108
47,pure_ocs_3hop_preset,1.410
48,ocs_eps_global_ksp,1.864
48,pure_ocs_ksp,1.375
48,eps_ecmp,0.564
48,pure_ocs_ksp_greedy,1.688
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,2.500
48,ocs_eps_pruned,2.270
48,ocs_eps_large_small,2.351
48,ocs_eps_preset_greedy,2.320
48,pure_ocs_3hop_preset,2.500
49,ocs_eps_global_ksp,1.689
49,pure_ocs_ksp,1.206
49,eps_ecmp,0.573
49,pure_ocs_ksp_greedy,1.343
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,2.022
49,ocs_eps_pruned,1.776
49,ocs_eps_large_small,1.922
49,ocs_eps_preset_greedy,2.748
49,pure_ocs_3hop_preset,2.022
50,ocs_eps_global_ksp,2.306
50,pure_ocs_ksp,1.232
50,eps_ecmp,0.558
50,pure_ocs_ksp_greedy,1.260
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.484
50,ocs_eps_pruned,7.074
50,ocs_eps_large_small,1.920
50,ocs_eps_preset_greedy,2.599
50,pure_ocs_3hop_preset,1.484
51,ocs_eps_global_ksp,2.133
51,pure_ocs_ksp,1.268
51,eps_ecmp,0.714
51,pure_ocs_ksp_greedy,1.240
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.826
51,ocs_eps_pruned,2.348
51,ocs_eps_large_small,2.253
51,ocs_eps_preset_greedy,2.425
51,pure_ocs_3hop_preset,1.826
