scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.089,0.024
ocs_eps_preset_dynamic_greedy,10,0.162,0.058
pure_ocs_pruned,10,0.198,0.059
ocs_eps_pruned,10,0.214,0.090
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.112,0.094
pure_ocs_3hop_preset,10,0.188,0.080
