model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,14,0.107143,"[1,3,17,20,27,33,34,40,44,60,62,66,74,75]","[358,270,141,219,278,277,279,15]|[535,28,599,269,326,14,10,166]|[27,29,323,143,161,13,164,604]|[11,30,221,503,218,327,487,162]|[530,484,271,268,532,598,485,276]|[12,531,603,605,167,486,223,222]|[31,533,325,163,139,607,324,142]|[220,140,359,606,165,534,502,597]"
L2,L,64,8,64,14,0.107143,"[3,6,13,28,33,38,43,45,50,52,58,65,71,79]","[111,639,636,422,230,266,308,402]|[347,637,421,401,468,404,348,420]|[405,51,311,367,366,423,527,638]|[418,406,109,54,307,231,53,470]|[25,365,349,309,525,226,364,469]|[26,403,50,467,229,407,351,49]|[55,350,526,228,573,363,110,574]|[471,227,267,52,310,419,362,575]"
L3,L,64,8,64,14,0.107143,"[0,3,18,20,22,24,25,37,42,45,49,64,73,74]","[338,300,518,146,160,590,340,5]|[594,6,2,194,514,341,360,195]|[361,148,206,589,303,343,516,205]|[207,4,302,203,197,182,395,199]|[519,3,179,183,397,399,7,337]|[595,180,396,342,339,398,147,593]|[198,517,515,151,181,588,591,196]|[193,299,596,24,301,204,149,150]"
L4,L,64,8,64,14,0.107143,"[4,7,12,14,18,26,29,51,53,62,65,68,74,75]","[546,431,119,61,410,600,56,214]|[60,100,409,523,34,35,412,521]|[114,59,62,522,237,551,115,430]|[602,215,144,238,550,99,524,58]|[411,520,212,601,145,549,57,592]|[102,414,211,236,413,38,118,415]|[428,501,548,239,500,547,117,429]|[39,63,103,37,116,36,213,101]"
M1,M,40,5,40,8,0.085714,"[1,10,22,23,26,42,63,67]","[80,190,541,508,505]|[538,86,336,189,177]|[187,543,184,504,510]|[8,178,191,185,9]|[511,81,82,186,540]|[209,210,537,84,188]|[208,542,176,507,506]|[83,539,85,509,87]"
M2,M,40,5,40,8,0.085714,"[6,17,21,32,55,56,61,78]","[168,495,454,452,169]|[260,171,48,451,138]|[492,262,453,259,258]|[175,446,626,137,444]|[261,491,173,631,172]|[629,627,442,450,628]|[455,447,443,263,445]|[170,630,494,493,174]"
M3,M,40,5,40,8,0.085714,"[25,57,58,60,69,73,77,78]","[483,457,481,618,461]|[623,624,466,200,460]|[553,458,617,459,586]|[622,585,462,619,584]|[463,555,587,456,559]|[625,621,464,482,620]|[616,465,557,556,480]|[201,552,558,554,202]"
S1,S,32,4,32,7,0.107143,"[8,13,27,31,34,49,64]","[252,104,251,64]|[274,273,105,71]|[394,275,392,65]|[255,217,254,106]|[66,393,69,512]|[107,108,248,249]|[250,216,70,253]|[67,68,513,272]"
S2,S,32,4,32,7,0.107143,"[9,12,15,33,40,47,76]","[379,613,124,73]|[78,123,74,611]|[122,76,321,322]|[121,383,125,98]|[75,612,97,615]|[127,381,77,614]|[265,320,378,380]|[126,79,264,382]"
S3,S,32,4,32,7,0.107143,"[12,28,30,41,46,47,71]","[372,247,244,224]|[242,243,572,331]|[571,333,96,332]|[377,335,328,370]|[329,570,330,246]|[369,245,569,371]|[374,568,334,376]|[225,368,375,373]"
