seed,scheduler,avg_relative_cct_vs_dynamic
42,helios_t10,1.866
42,helios_t20,1.753
42,helios_t30,1.469
42,helios_t40,1.270
42,helios_t50,1.048
42,helios_t60,1.051
42,helios_t70,0.996
42,helios_t80,1.174
42,helios_t90,1.183
42,hyacinth_dynamic,1.000
42,hyacinth_preset_t10,1.689
42,hyacinth_preset_t20,1.635
42,hyacinth_preset_t30,1.372
42,hyacinth_preset_t40,1.123
42,hyacinth_preset_t50,1.015
42,hyacinth_preset_t60,0.911
42,hyacinth_preset_t70,0.977
42,hyacinth_preset_t80,1.036
42,hyacinth_preset_t90,1.129
43,helios_t10,2.039
43,helios_t20,1.873
43,helios_t30,1.614
43,helios_t40,1.233
43,helios_t50,1.097
43,helios_t60,1.016
43,helios_t70,1.197
43,helios_t80,1.199
43,helios_t90,1.332
43,hyacinth_dynamic,1.000
43,hyacinth_preset_t10,1.814
43,hyacinth_preset_t20,1.698
43,hyacinth_preset_t30,1.363
43,hyacinth_preset_t40,1.200
43,hyacinth_preset_t50,1.118
43,hyacinth_preset_t60,1.099
43,hyacinth_preset_t70,1.085
43,hyacinth_preset_t80,1.125
43,hyacinth_preset_t90,1.329
44,helios_t10,1.988
44,helios_t20,1.631
44,helios_t30,1.454
44,helios_t40,1.113
44,helios_t50,1.092
44,helios_t60,0.843
44,helios_t70,0.992
44,helios_t80,1.022
44,helios_t90,1.288
44,hyacinth_dynamic,1.000
44,hyacinth_preset_t10,1.653
44,hyacinth_preset_t20,1.349
44,hyacinth_preset_t30,1.155
44,hyacinth_preset_t40,1.060
44,hyacinth_preset_t50,0.941
44,hyacinth_preset_t60,0.929
44,hyacinth_preset_t70,0.865
44,hyacinth_preset_t80,1.080
44,hyacinth_preset_t90,1.095
45,helios_t10,1.792
45,helios_t20,1.707
45,helios_t30,1.474
45,helios_t40,1.199
45,helios_t50,1.101
45,helios_t60,1.028
45,helios_t70,1.044
45,helios_t80,1.287
45,helios_t90,1.327
45,hyacinth_dynamic,1.000
45,hyacinth_preset_t10,1.647
45,hyacinth_preset_t20,1.512
45,hyacinth_preset_t30,1.283
45,hyacinth_preset_t40,1.145
45,hyacinth_preset_t50,1.043
45,hyacinth_preset_t60,1.063
45,hyacinth_preset_t70,1.013
45,hyacinth_preset_t80,1.142
45,hyacinth_preset_t90,1.146
46,helios_t10,1.685
46,helios_t20,1.425
46,helios_t30,1.394
46,helios_t40,1.239
46,helios_t50,1.054
46,helios_t60,0.887
46,helios_t70,0.935
46,helios_t80,0.992
46,helios_t90,1.163
46,hyacinth_dynamic,1.000
46,hyacinth_preset_t10,1.504
46,hyacinth_preset_t20,1.248
46,hyacinth_preset_t30,1.053
46,hyacinth_preset_t40,0.986
46,hyacinth_preset_t50,0.871
46,hyacinth_preset_t60,0.888
46,hyacinth_preset_t70,0.908
46,hyacinth_preset_t80,0.996
46,hyacinth_preset_t90,1.042
47,helios_t10,1.999
47,helios_t20,1.679
47,helios_t30,1.617
47,helios_t40,1.389
47,helios_t50,1.024
47,helios_t60,1.041
47,helios_t70,1.205
47,helios_t80,1.273
47,helios_t90,1.434
47,hyacinth_dynamic,1.000
47,hyacinth_preset_t10,1.672
47,hyacinth_preset_t20,1.468
47,hyacinth_preset_t30,1.244
47,hyacinth_preset_t40,1.038
47,hyacinth_preset_t50,0.989
47,hyacinth_preset_t60,0.915
47,hyacinth_preset_t70,1.014
47,hyacinth_preset_t80,1.181
47,hyacinth_preset_t90,1.150
48,helios_t10,2.088
48,helios_t20,1.708
48,helios_t30,1.518
48,helios_t40,1.244
48,helios_t50,1.058
48,helios_t60,0.911
48,helios_t70,1.085
48,helios_t80,1.151
48,helios_t90,1.149
48,hyacinth_dynamic,1.000
48,hyacinth_preset_t10,1.773
48,hyacinth_preset_t20,1.501
48,hyacinth_preset_t30,1.277
48,hyacinth_preset_t40,1.136
48,hyacinth_preset_t50,1.067
48,hyacinth_preset_t60,0.871
48,hyacinth_preset_t70,0.947
48,hyacinth_preset_t80,1.043
48,hyacinth_preset_t90,1.129
49,helios_t10,1.852
49,helios_t20,1.659
49,helios_t30,1.461
49,helios_t40,1.291
49,helios_t50,1.049
49,helios_t60,1.040
49,helios_t70,1.020
49,helios_t80,1.163
49,helios_t90,1.265
49,hyacinth_dynamic,1.000
49,hyacinth_preset_t10,1.740
49,hyacinth_preset_t20,1.464
49,hyacinth_preset_t30,1.280
49,hyacinth_preset_t40,1.157
49,hyacinth_preset_t50,0.940
49,hyacinth_preset_t60,1.005
49,hyacinth_preset_t70,1.072
49,hyacinth_preset_t80,1.180
49,hyacinth_preset_t90,1.165
50,helios_t10,1.971
50,helios_t20,1.711
50,helios_t30,1.644
50,helios_t40,1.200
50,helios_t50,1.031
50,helios_t60,0.969
50,helios_t70,1.108
50,helios_t80,1.144
50,helios_t90,1.244
50,hyacinth_dynamic,1.000
50,hyacinth_preset_t10,1.767
50,hyacinth_preset_t20,1.535
50,hyacinth_preset_t30,1.312
50,hyacinth_preset_t40,1.115
50,hyacinth_preset_t50,1.103
50,hyacinth_preset_t60,0.934
50,hyacinth_preset_t70,0.961
50,hyacinth_preset_t80,1.128
50,hyacinth_preset_t90,1.297
51,helios_t10,1.851
51,helios_t20,1.773
51,helios_t30,1.533
51,helios_t40,1.190
51,helios_t50,1.012
51,helios_t60,1.041
51,helios_t70,1.025
51,helios_t80,1.183
51,helios_t90,1.212
51,hyacinth_dynamic,1.000
51,hyacinth_preset_t10,1.742
51,hyacinth_preset_t20,1.373
51,hyacinth_preset_t30,1.293
51,hyacinth_preset_t40,1.161
51,hyacinth_preset_t50,1.052
51,hyacinth_preset_t60,0.920
51,hyacinth_preset_t70,0.879
51,hyacinth_preset_t80,1.071
51,hyacinth_preset_t90,1.082
