seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.443
42,pure_ocs_ksp,1.061
42,eps_ecmp,0.749
42,ocs_eps_large_small,2.043
42,pure_ocs_ksp_greedy,1.029
42,ocs_eps_preset_greedy,1.047
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_3hop_preset,1.005
42,pure_ocs_pruned,1.005
42,ocs_eps_pruned,0.952
43,ocs_eps_global_ksp,1.482
43,pure_ocs_ksp,1.083
43,eps_ecmp,0.781
43,ocs_eps_large_small,7.294
43,pure_ocs_ksp_greedy,1.090
43,ocs_eps_preset_greedy,1.063
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_3hop_preset,1.052
43,pure_ocs_pruned,1.052
43,ocs_eps_pruned,0.984
44,ocs_eps_global_ksp,1.431
44,pure_ocs_ksp,1.077
44,eps_ecmp,0.765
44,ocs_eps_large_small,2.201
44,pure_ocs_ksp_greedy,1.053
44,ocs_eps_preset_greedy,1.092
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_3hop_preset,1.062
44,pure_ocs_pruned,1.062
44,ocs_eps_pruned,0.970
45,ocs_eps_global_ksp,1.533
45,pure_ocs_ksp,1.137
45,eps_ecmp,0.766
45,ocs_eps_large_small,2.032
45,pure_ocs_ksp_greedy,1.098
45,ocs_eps_preset_greedy,1.227
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_3hop_preset,1.083
45,pure_ocs_pruned,1.083
45,ocs_eps_pruned,1.011
46,ocs_eps_global_ksp,1.475
46,pure_ocs_ksp,1.097
46,eps_ecmp,0.773
46,ocs_eps_large_small,4.648
46,pure_ocs_ksp_greedy,1.118
46,ocs_eps_preset_greedy,1.132
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_3hop_preset,1.061
46,pure_ocs_pruned,1.061
46,ocs_eps_pruned,0.985
47,ocs_eps_global_ksp,1.379
47,pure_ocs_ksp,1.025
47,eps_ecmp,0.754
47,ocs_eps_large_small,2.074
47,pure_ocs_ksp_greedy,1.050
47,ocs_eps_preset_greedy,1.065
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_3hop_preset,0.983
47,pure_ocs_pruned,0.983
47,ocs_eps_pruned,0.971
48,ocs_eps_global_ksp,1.477
48,pure_ocs_ksp,1.094
48,eps_ecmp,0.793
48,ocs_eps_large_small,1.957
48,pure_ocs_ksp_greedy,1.033
48,ocs_eps_preset_greedy,1.076
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_3hop_preset,1.058
48,pure_ocs_pruned,1.058
48,ocs_eps_pruned,0.957
49,ocs_eps_global_ksp,1.531
49,pure_ocs_ksp,1.074
49,eps_ecmp,0.829
49,ocs_eps_large_small,1.920
49,pure_ocs_ksp_greedy,1.027
49,ocs_eps_preset_greedy,1.082
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_3hop_preset,1.036
49,pure_ocs_pruned,1.036
49,ocs_eps_pruned,0.979
50,ocs_eps_global_ksp,1.496
50,pure_ocs_ksp,1.143
50,eps_ecmp,0.782
50,ocs_eps_large_small,1.980
50,pure_ocs_ksp_greedy,1.033
50,ocs_eps_preset_greedy,1.135
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_3hop_preset,1.084
50,pure_ocs_pruned,1.084
50,ocs_eps_pruned,0.971
51,ocs_eps_global_ksp,1.510
51,pure_ocs_ksp,1.112
51,eps_ecmp,0.768
51,ocs_eps_large_small,2.316
51,pure_ocs_ksp_greedy,1.055
51,ocs_eps_preset_greedy,1.163
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_3hop_preset,1.052
51,pure_ocs_pruned,1.052
51,ocs_eps_pruned,1.008
