model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[2,3,5,6,11,16,17,18,20,24,25,26,27,28,29,33,36,38]","[231,199,95,94]|[135,134,143,133]|[295,271,223,54]|[207,222,55,239]|[47,167,311,151]|[166,23,31,142]|[230,294,221,215]|[22,150,310,220]"
S2,S,32,4,32,18,0.500000,"[0,1,2,7,8,9,11,13,14,15,18,22,24,32,33,36,37,38]","[183,93,7,127]|[61,261,147,148]|[293,309,182,6]|[78,79,13,71]|[111,149,270,14]|[21,262,303,118]|[263,119,15,63]|[62,198,126,269]"
S3,S,32,4,32,18,0.500000,"[0,2,3,4,8,9,11,14,16,17,21,23,28,31,33,35,36,39]","[291,39,38,292]|[117,228,132,285]|[267,191,317,141]|[77,229,70,286]|[92,5,287,255]|[91,318,140,319]|[19,29,268,30]|[174,20,175,290]"
S4,S,32,4,32,18,0.500000,"[1,4,5,8,9,10,14,16,17,18,23,25,29,31,34,36,37,38]","[238,205,131,139]|[190,87,114,279]|[237,206,116,302]|[138,36,115,289]|[69,130,308,76]|[12,46,236,45]|[37,307,278,288]|[129,306,146,254]"
S5,S,32,5,32,18,0.481481,"[3,4,5,7,8,9,17,19,20,25,26,27,28,30,33,35,37,39]","[35,159,204,227]|[316,300,165,68]|[218,75,164,246]|[284,59,283,247]|[44,301,315,158]|[28,245,266,219]|[163,282,60,137]|[314,203,43,214]"
S6,S,32,5,32,18,0.481481,"[2,6,7,10,11,13,16,17,18,22,24,26,27,28,30,32,34,38]","[18,217,212,52]|[90,225,180,84]|[211,178,136,107]|[179,85,110,196]|[260,86,277,305]|[109,210,226,213]|[128,58,108,181]|[53,197,244,145]"
S7,S,32,5,32,18,0.481481,"[0,3,4,8,10,12,15,21,24,25,26,29,30,31,32,33,35,39]","[124,208,34,253]|[4,103,259,33]|[83,313,235,171]|[209,281,125,280]|[27,201,66,202]|[265,243,123,195]|[3,172,258,67]|[252,173,194,170]"
S8,S,32,6,32,19,0.500000,"[0,1,3,5,6,9,11,12,13,14,15,20,22,23,25,28,29,34,38]","[304,275,10,74]|[51,2,101,162]|[189,26,24,274]|[106,102,1,234]|[25,89,188,273]|[11,187,41,113]|[42,276,200,176]|[224,177,233,122]"
S9,S,32,9,30,20,0.523810,"[0,1,4,6,7,8,11,12,13,14,15,18,19,23,24,31,33,34,37,39]","[88,297,50,64]|[185,186,193,272]|[312,184,0,249]|[299,250,57,112]|[121,99,100,105]|[264,98,251,49]|[157,97,9,298]|[65,144,192,32]"
S10,S,32,19,19,19,0.000000,"[1,2,5,6,7,9,10,12,13,15,19,20,21,27,29,30,31,32,37]","[161,296,56,96]|[152,104,153,241]|[242,168,81,16]|[232,8,72,160]|[40,169,154,240]|[156,216,82,256]|[155,120,73,248]|[17,257,48,80]"
