model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[10,13,14,16,17,18,19,20,21,22,24,25,26,27,28,32,36,39]","[165,167,87,135]|[111,133,294,142]|[231,207,143,166]|[175,199,214,230]|[183,318,293,223]|[158,151,182,134]|[295,263,159,319]|[119,317,215,213]"
S2,S,32,4,32,18,0.500000,"[0,1,2,4,8,9,10,12,14,15,20,21,24,27,34,35,36,39]","[23,278,127,197]|[221,103,222,79]|[14,85,198,316]|[174,78,287,15]|[117,71,277,279]|[7,38,164,86]|[22,39,118,196]|[292,102,37,173]"
S3,S,32,4,32,18,0.500000,"[3,6,8,10,13,14,16,17,18,20,26,27,28,29,31,34,36,39]","[69,109,131,30]|[238,290,228,229]|[291,150,115,276]|[220,132,110,219]|[54,255,163,149]|[31,239,53,212]|[84,55,227,141]|[70,116,211,315]"
S4,S,32,4,32,18,0.500000,"[0,1,5,7,8,11,13,15,16,20,22,23,24,27,29,34,36,38]","[190,273,275,217]|[124,68,47,161]|[46,67,125,191]|[45,63,181,195]|[13,95,309,237]|[5,310,162,189]|[218,108,274,6]|[126,289,311,130]"
S5,S,32,5,32,18,0.481481,"[1,4,5,6,8,9,10,15,17,19,23,30,31,33,34,37,38,39]","[140,254,302,314]|[81,36,75,76]|[35,123,247,188]|[50,270,51,82]|[43,272,83,77]|[42,44,271,157]|[52,307,66,253]|[122,308,12,303]"
S6,S,32,5,32,18,0.481481,"[0,1,3,4,6,7,11,16,17,21,22,25,26,27,28,32,38,39]","[62,61,49,29]|[93,3,306,179]|[34,91,129,139]|[9,205,216,10]|[94,226,171,138]|[180,92,209,4]|[60,313,172,206]|[11,59,262,210]"
S7,S,32,5,32,18,0.481481,"[2,4,5,7,8,9,10,15,18,20,24,26,30,33,36,37,38,39]","[41,241,147,148]|[73,312,208,246]|[300,301,80,194]|[121,145,304,21]|[242,33,268,267]|[243,245,74,146]|[305,266,58,65]|[160,288,269,244]"
S8,S,32,6,32,19,0.500000,"[0,1,2,3,5,6,7,9,15,16,18,19,22,23,29,30,31,32,33]","[234,57,26,252]|[2,128,155,264]|[144,20,120,251]|[187,177,261,265]|[28,178,236,240]|[27,40,48,56]|[72,235,8,156]|[259,250,260,186]"
S9,S,32,7,22,14,0.466667,"[0,2,11,13,14,17,19,23,24,28,29,32,35,37]","[107,106,114,256]|[299,137,283,1]|[19,225,90,284]|[193,298,233,89]|[297,185,286,257]|[0,88,258,105]|[282,104,154,285]|[136,192,232,224]"
S10,S,32,14,14,14,0.000000,"[2,3,4,8,12,14,19,21,22,23,25,31,35,37]","[17,25,101,169]|[16,98,112,168]|[99,24,296,32]|[281,184,64,97]|[100,201,96,152]|[202,153,113,170]|[249,204,203,176]|[280,200,248,18]"
