scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,5302.358,2.122,5302.358,2.122,160,0
pure_ocs_ksp,100.0,2152.758,0.861,2152.758,0.861,160,0
eps_ecmp,100.0,3230.905,1.293,3230.905,1.293,160,0
ocs_eps_large_small,100.0,2356.680,0.943,2356.680,0.943,160,0
pure_ocs_ksp_greedy,100.0,3143.451,1.258,3143.451,1.258,160,0
ocs_eps_preset_greedy,100.0,1813.794,0.726,1813.794,0.726,160,0
ocs_eps_preset_dynamic_greedy,100.0,2498.861,1.000,2498.861,1.000,160,0
pure_ocs_3hop_preset,100.0,2496.322,0.999,2496.322,0.999,160,0
pure_ocs_pruned,100.0,2496.322,0.999,2496.322,0.999,160,0
ocs_eps_pruned,100.0,2185.705,0.875,2185.705,0.875,160,0
