scheduler,seed_count,mean_avg_relative_fct_vs_dynamic,std_avg_relative_fct_vs_dynamic
ocs_eps_global_ksp,10,1.417,0.150
pure_ocs_ksp,10,1.052,0.020
eps_ecmp,10,0.969,0.024
ocs_eps_large_small,10,1.457,0.237
pure_ocs_ksp_greedy,10,1.015,0.026
ocs_eps_preset_greedy,10,1.017,0.019
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_3hop_preset,10,1.003,0.010
pure_ocs_pruned,10,1.003,0.010
ocs_eps_pruned,10,0.992,0.014
