scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,2.147,0.160
pure_ocs_ksp,10,1.215,0.048
eps_ecmp,10,0.985,0.041
ocs_eps_large_small,10,1.122,0.032
pure_ocs_ksp_greedy,10,1.084,0.056
ocs_eps_preset_greedy,10,1.027,0.041
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_3hop_preset,10,1.039,0.046
pure_ocs_pruned,10,1.039,0.046
ocs_eps_pruned,10,1.009,0.036
