seed,scheduler,avg_solve_time_ms
42,ocs_eps_global_ksp,0.000
42,pure_ocs_ksp,0.000
42,eps_ecmp,0.000
42,ocs_eps_large_small,0.000
42,pure_ocs_ksp_greedy,0.158
42,ocs_eps_preset_greedy,0.181
42,ocs_eps_preset_dynamic_greedy,0.317
42,pure_ocs_3hop_preset,0.618
42,pure_ocs_pruned,0.597
42,ocs_eps_pruned,1.098
43,ocs_eps_global_ksp,0.000
43,pure_ocs_ksp,0.000
43,eps_ecmp,0.000
43,ocs_eps_large_small,0.000
43,pure_ocs_ksp_greedy,0.191
43,ocs_eps_preset_greedy,0.217
43,ocs_eps_preset_dynamic_greedy,0.315
43,pure_ocs_3hop_preset,0.617
43,pure_ocs_pruned,0.583
43,ocs_eps_pruned,1.113
44,ocs_eps_global_ksp,0.000
44,pure_ocs_ksp,0.000
44,eps_ecmp,0.000
44,ocs_eps_large_small,0.000
44,pure_ocs_ksp_greedy,0.193
44,ocs_eps_preset_greedy,0.216
44,ocs_eps_preset_dynamic_greedy,0.318
44,pure_ocs_3hop_preset,1.018
44,pure_ocs_pruned,0.882
44,ocs_eps_pruned,1.142
45,ocs_eps_global_ksp,0.000
45,pure_ocs_ksp,0.000
45,eps_ecmp,0.000
45,ocs_eps_large_small,0.000
45,pure_ocs_ksp_greedy,0.175
45,ocs_eps_preset_greedy,0.209
45,ocs_eps_preset_dynamic_greedy,0.317
45,pure_ocs_3hop_preset,0.627
45,pure_ocs_pruned,0.935
45,ocs_eps_pruned,1.135
46,ocs_eps_global_ksp,0.000
46,pure_ocs_ksp,0.000
46,eps_ecmp,0.000
46,ocs_eps_large_small,0.000
46,pure_ocs_ksp_greedy,0.150
46,ocs_eps_preset_greedy,0.177
46,ocs_eps_preset_dynamic_greedy,0.315
46,pure_ocs_3hop_preset,1.065
46,pure_ocs_pruned,0.917
46,ocs_eps_pruned,1.115
47,ocs_eps_global_ksp,0.000
47,pure_ocs_ksp,0.000
47,eps_ecmp,0.000
47,ocs_eps_large_small,0.000
47,pure_ocs_ksp_greedy,0.190
47,ocs_eps_preset_greedy,0.207
47,ocs_eps_preset_dynamic_greedy,0.324
47,pure_ocs_3hop_preset,0.624
47,pure_ocs_pruned,0.606
47,ocs_eps_pruned,1.109
48,ocs_eps_global_ksp,0.000
48,pure_ocs_ksp,0.000
48,eps_ecmp,0.000
48,ocs_eps_large_small,0.000
48,pure_ocs_ksp_greedy,0.161
48,ocs_eps_preset_greedy,0.180
48,ocs_eps_preset_dynamic_greedy,0.326
48,pure_ocs_3hop_preset,1.071
48,pure_ocs_pruned,0.986
48,ocs_eps_pruned,0.805
49,ocs_eps_global_ksp,0.000
49,pure_ocs_ksp,0.000
49,eps_ecmp,0.000
49,ocs_eps_large_small,0.000
49,pure_ocs_ksp_greedy,0.149
49,ocs_eps_preset_greedy,0.180
49,ocs_eps_preset_dynamic_greedy,0.325
49,pure_ocs_3hop_preset,0.923
49,pure_ocs_pruned,0.931
49,ocs_eps_pruned,1.069
50,ocs_eps_global_ksp,0.000
50,pure_ocs_ksp,0.000
50,eps_ecmp,0.000
50,ocs_eps_large_small,0.000
50,pure_ocs_ksp_greedy,0.181
50,ocs_eps_preset_greedy,0.180
50,ocs_eps_preset_dynamic_greedy,0.322
50,pure_ocs_3hop_preset,0.622
50,pure_ocs_pruned,0.592
50,ocs_eps_pruned,0.616
51,ocs_eps_global_ksp,0.000
51,pure_ocs_ksp,0.000
51,eps_ecmp,0.000
51,ocs_eps_large_small,0.000
51,pure_ocs_ksp_greedy,0.158
51,ocs_eps_preset_greedy,0.174
51,ocs_eps_preset_dynamic_greedy,0.452
51,pure_ocs_3hop_preset,1.053
51,pure_ocs_pruned,0.591
51,ocs_eps_pruned,0.678
