scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1705.099424,1.927416,1705.099424,1.927416,80,0
pure_ocs_ksp,100.000000,1048.240104,1.184913,1048.240104,1.184913,80,0
eps_ecmp,100.000000,891.812617,1.008090,891.812617,1.008090,80,0
ocs_eps_large_small,100.000000,940.024713,1.062588,940.024713,1.062588,80,0
pure_ocs_ksp_greedy,100.000000,937.123262,1.059308,937.123262,1.059308,80,0
ocs_eps_preset_greedy,100.000000,853.622145,0.964920,853.622145,0.964920,80,0
ocs_eps_preset_dynamic_greedy,100.000000,884.655795,1.000000,884.655795,1.000000,80,0
pure_ocs_3hop_preset,100.000000,888.143963,1.003943,888.143963,1.003943,80,0
pure_ocs_pruned,100.000000,888.143963,1.003943,888.143963,1.003943,80,0
ocs_eps_pruned,100.000000,863.581324,0.976178,863.581324,0.976178,80,0
