scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.160,0.017
ocs_eps_preset_dynamic_greedy,10,0.371,0.224
pure_ocs_pruned,10,0.459,0.339
ocs_eps_pruned,10,0.351,0.025
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.164,0.011
pure_ocs_3hop_preset,10,0.516,0.385
