seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.694
42,pure_ocs_ksp,1.064
42,eps_ecmp,0.967
42,pure_ocs_ksp_greedy,0.986
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,0.991
42,ocs_eps_pruned,0.988
42,ocs_eps_large_small,1.857
42,ocs_eps_preset_greedy,1.028
42,pure_ocs_3hop_preset,0.991
43,ocs_eps_global_ksp,1.226
43,pure_ocs_ksp,1.031
43,eps_ecmp,0.953
43,pure_ocs_ksp_greedy,1.002
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.006
43,ocs_eps_pruned,0.997
43,ocs_eps_large_small,1.218
43,ocs_eps_preset_greedy,1.007
43,pure_ocs_3hop_preset,1.006
44,ocs_eps_global_ksp,1.390
44,pure_ocs_ksp,1.036
44,eps_ecmp,0.957
44,pure_ocs_ksp_greedy,1.029
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,0.990
44,ocs_eps_pruned,1.010
44,ocs_eps_large_small,1.162
44,ocs_eps_preset_greedy,0.999
44,pure_ocs_3hop_preset,0.990
45,ocs_eps_global_ksp,1.512
45,pure_ocs_ksp,1.026
45,eps_ecmp,0.961
45,pure_ocs_ksp_greedy,1.000
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.008
45,ocs_eps_pruned,0.985
45,ocs_eps_large_small,1.521
45,ocs_eps_preset_greedy,1.003
45,pure_ocs_3hop_preset,1.008
46,ocs_eps_global_ksp,1.646
46,pure_ocs_ksp,1.061
46,eps_ecmp,0.954
46,pure_ocs_ksp_greedy,1.021
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.001
46,ocs_eps_pruned,0.984
46,ocs_eps_large_small,1.624
46,ocs_eps_preset_greedy,1.046
46,pure_ocs_3hop_preset,1.001
47,ocs_eps_global_ksp,1.263
47,pure_ocs_ksp,1.055
47,eps_ecmp,0.944
47,pure_ocs_ksp_greedy,1.011
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.016
47,ocs_eps_pruned,0.976
47,ocs_eps_large_small,1.716
47,ocs_eps_preset_greedy,1.022
47,pure_ocs_3hop_preset,1.016
48,ocs_eps_global_ksp,1.314
48,pure_ocs_ksp,1.059
48,eps_ecmp,0.992
48,pure_ocs_ksp_greedy,0.993
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.015
48,ocs_eps_pruned,1.012
48,ocs_eps_large_small,1.184
48,ocs_eps_preset_greedy,1.022
48,pure_ocs_3hop_preset,1.015
49,ocs_eps_global_ksp,1.458
49,pure_ocs_ksp,1.086
49,eps_ecmp,0.989
49,pure_ocs_ksp_greedy,1.062
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,0.996
49,ocs_eps_pruned,0.973
49,ocs_eps_large_small,1.198
49,ocs_eps_preset_greedy,1.021
49,pure_ocs_3hop_preset,0.996
50,ocs_eps_global_ksp,1.352
50,pure_ocs_ksp,1.074
50,eps_ecmp,1.026
50,pure_ocs_ksp_greedy,1.059
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.017
50,ocs_eps_pruned,1.012
50,ocs_eps_large_small,1.546
50,ocs_eps_preset_greedy,1.042
50,pure_ocs_3hop_preset,1.017
51,ocs_eps_global_ksp,1.316
51,pure_ocs_ksp,1.025
51,eps_ecmp,0.947
51,pure_ocs_ksp_greedy,0.991
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,0.994
51,ocs_eps_pruned,0.981
51,ocs_eps_large_small,1.545
51,ocs_eps_preset_greedy,0.979
51,pure_ocs_3hop_preset,0.994
