scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1581.634679,1.949055,1581.634679,1.949055,80,0
pure_ocs_ksp,100.000000,974.881962,1.201351,974.881962,1.201351,80,0
eps_ecmp,100.000000,882.999857,1.088124,882.999857,1.088124,80,0
ocs_eps_large_small,100.000000,901.820035,1.111316,901.820035,1.111316,80,0
pure_ocs_ksp_greedy,100.000000,967.018244,1.191660,967.018244,1.191660,80,0
ocs_eps_preset_greedy,100.000000,844.241180,1.040362,844.241180,1.040362,80,0
ocs_eps_preset_dynamic_greedy,100.000000,811.488150,1.000000,811.488150,1.000000,80,0
pure_ocs_3hop_preset,100.000000,823.884538,1.015276,823.884538,1.015276,80,0
pure_ocs_pruned,100.000000,823.884538,1.015276,823.884538,1.015276,80,0
ocs_eps_pruned,100.000000,775.408571,0.955539,775.408571,0.955539,80,0
