scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,1400.693,1.221,1400.693,1.221,80,0
helios_t20,95.0,1245.882,1.086,1245.882,1.086,80,0
helios_t30,95.0,1265.052,1.103,1265.052,1.103,80,0
helios_t40,95.0,1497.318,1.305,1497.318,1.305,80,0
helios_t50,95.0,1613.415,1.406,1613.415,1.406,80,0
helios_t60,95.0,1821.770,1.588,1821.770,1.588,80,0
helios_t70,95.0,2433.571,2.121,2433.571,2.121,80,0
helios_t80,95.0,2456.479,2.141,2456.479,2.141,80,0
helios_t90,95.0,2522.155,2.199,2522.155,2.199,80,0
hyacinth_dynamic,95.0,1147.199,1.000,1147.199,1.000,80,0
hyacinth_preset_t10,95.0,1378.342,1.201,1378.342,1.201,80,0
hyacinth_preset_t20,95.0,1162.790,1.014,1162.790,1.014,80,0
hyacinth_preset_t30,95.0,1288.106,1.123,1288.106,1.123,80,0
hyacinth_preset_t40,95.0,1494.722,1.303,1494.722,1.303,80,0
hyacinth_preset_t50,95.0,1558.574,1.359,1558.574,1.359,80,0
hyacinth_preset_t60,95.0,2317.737,2.020,2317.737,2.020,80,0
hyacinth_preset_t70,95.0,2341.219,2.041,2341.219,2.041,80,0
hyacinth_preset_t80,95.0,2615.743,2.280,2615.743,2.280,80,0
hyacinth_preset_t90,95.0,2481.755,2.163,2481.755,2.163,80,0
