case_tag,seed,model_mix,frag,load,nrack,workload,status,run_dir
frag0p1_seed42,42,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed43,43,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed44,44,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed45,45,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed46,46,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed47,47,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed48,48,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed49,49,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed50,50,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p1_seed51,51,3L,2M,1S,0.1,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed42,42,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed43,43,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed44,44,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed45,45,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed46,46,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed47,47,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
frag0p3_seed48,48,3L,2M,1S,0.3,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,failed,
