case_tag,seed,model_mix,frag,load,nrack,workload,status,run_dir
frag0p7_seed42,42,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_42
frag0p7_seed43,43,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_43
frag0p7_seed44,44,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_44
frag0p7_seed45,45,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_45
frag0p7_seed46,46,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_46
frag0p7_seed47,47,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_47
frag0p7_seed48,48,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_48
frag0p7_seed49,49,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_49
frag0p7_seed50,50,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_50
frag0p7_seed51,51,"3L,2M,1S",0.7,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p7/seed_51
frag0p9_seed42,42,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_42
frag0p9_seed43,43,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_43
frag0p9_seed44,44,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_44
frag0p9_seed45,45,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_45
frag0p9_seed46,46,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_46
frag0p9_seed47,47,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_47
frag0p9_seed48,48,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_48
frag0p9_seed49,49,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_49
frag0p9_seed50,50,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_50
frag0p9_seed51,51,"3L,2M,1S",0.9,0.5,40,/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv,ok,/home/xuheng/Desktop/ToN2026/hyacinth/experiments/expe_logs_10round_40tor/frag/batch_20260510_155035_frag/frag0p9/seed_51
