scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,3285.580,1.792,3285.580,1.792,48,0
helios_t20,100.0,3129.148,1.707,3129.148,1.707,48,0
helios_t30,100.0,2702.447,1.474,2702.447,1.474,48,0
helios_t40,100.0,2198.453,1.199,2198.453,1.199,48,0
helios_t50,100.0,2018.684,1.101,2018.684,1.101,48,0
helios_t60,100.0,1884.022,1.028,1884.022,1.028,48,0
helios_t70,100.0,1913.815,1.044,1913.815,1.044,48,0
helios_t80,100.0,2358.577,1.287,2358.577,1.287,48,0
helios_t90,100.0,2431.867,1.327,2431.867,1.327,48,0
hyacinth_dynamic,100.0,1833.071,1.000,1833.071,1.000,48,0
hyacinth_preset_t10,100.0,3018.487,1.647,3018.487,1.647,48,0
hyacinth_preset_t20,100.0,2771.988,1.512,2771.988,1.512,48,0
hyacinth_preset_t30,100.0,2351.502,1.283,2351.502,1.283,48,0
hyacinth_preset_t40,100.0,2099.542,1.145,2099.542,1.145,48,0
hyacinth_preset_t50,100.0,1912.527,1.043,1912.527,1.043,48,0
hyacinth_preset_t60,100.0,1948.357,1.063,1948.357,1.063,48,0
hyacinth_preset_t70,100.0,1857.016,1.013,1857.016,1.013,48,0
hyacinth_preset_t80,100.0,2093.894,1.142,2093.894,1.142,48,0
hyacinth_preset_t90,100.0,2100.197,1.146,2100.197,1.146,48,0
