model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[0,1,7,8,10,11,14,15,16,18,25,26,27,29,31,36,37,38]","[127,7,295,93]|[87,223,207,311]|[71,215,134,5]|[151,214,117,135]|[239,86,255,94]|[70,95,206,221]|[222,6,254,303]|[15,63,118,119]"
S2,S,32,4,32,18,0.500000,"[2,3,5,10,13,14,16,18,19,21,22,23,26,27,30,32,33,36]","[150,270,131,263]|[183,159,271,132]|[158,213,111,191]|[31,85,23,269]|[157,212,294,262]|[245,190,246,219]|[247,47,220,46]|[116,133,175,45]"
S3,S,32,4,32,18,0.500000,"[0,1,2,4,6,8,9,11,13,15,19,26,28,30,34,36,37,38]","[310,126,69,125]|[292,54,300,279]|[92,91,302,22]|[301,39,211,14]|[278,55,229,3]|[244,156,293,4]|[230,109,110,13]|[291,210,231,79]"
S4,S,32,4,32,18,0.500000,"[1,3,4,13,15,18,19,21,22,23,26,27,29,31,33,35,36,37]","[174,238,12,290]|[10,298,189,173]|[155,268,149,218]|[122,181,253,188]|[124,209,37,38]|[11,180,299,123]|[237,107,286,148]|[287,108,182,30]"
S5,S,32,4,32,18,0.500000,"[4,6,7,11,13,15,17,22,25,26,29,31,32,33,34,35,37,39]","[316,317,235,318]|[52,121,205,141]|[61,236,234,90]|[260,143,266,35]|[53,252,106,179]|[204,276,208,297]|[36,277,142,319]|[285,267,261,62]"
S6,S,32,5,32,18,0.481481,"[2,3,4,6,12,14,17,19,21,24,25,27,28,30,31,34,37,39]","[250,228,198,28]|[273,199,51,103]|[33,226,296,114]|[34,227,102,172]|[242,154,275,171]|[217,29,197,251]|[315,196,243,274]|[140,21,115,203]"
S7,S,32,5,32,18,0.481481,"[2,5,7,10,17,18,20,22,25,27,28,29,30,32,33,36,38,39]","[147,178,19,259]|[167,201,264,60]|[177,146,216,288]|[44,232,166,164]|[314,43,20,163]|[139,84,313,202]|[289,225,59,309]|[165,241,265,233]"
S8,S,32,6,32,19,0.500000,"[1,2,3,6,7,8,10,11,13,15,20,21,22,23,24,25,32,35,38]","[88,9,82,187]|[258,18,284,162]|[282,170,49,195]|[26,200,307,283]|[17,176,120,50]|[68,48,27,308]|[169,89,306,58]|[8,105,83,161]"
S9,S,32,8,28,18,0.500000,"[0,4,5,7,12,13,14,16,18,20,21,23,24,28,31,34,35,38]","[57,42,272,104]|[113,32,100,98]|[305,56,248,101]|[192,168,130,281]|[97,145,0,280]|[96,249,160,2]|[194,186,1,41]|[193,99,129,224]"
S10,S,32,16,16,16,0.000000,"[2,3,5,8,9,10,14,16,17,18,19,23,30,32,38,39]","[77,66,74,75]|[257,144,153,16]|[64,25,78,240]|[185,24,81,72]|[256,184,138,67]|[304,76,136,312]|[73,40,65,80]|[112,128,137,152]"
