scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,5008.808,1.771,5008.808,1.771,48,0
helios_t20,100.0,4270.224,1.510,4270.224,1.510,48,0
helios_t30,100.0,4345.379,1.537,4345.379,1.537,48,0
helios_t40,100.0,5218.719,1.846,5218.719,1.846,48,0
helios_t50,100.0,3623.872,1.282,3623.872,1.282,48,0
helios_t60,100.0,3010.993,1.065,3010.993,1.065,48,0
helios_t70,100.0,2905.759,1.028,2905.759,1.028,48,0
helios_t80,100.0,4100.344,1.450,4100.344,1.450,48,0
helios_t90,100.0,3607.760,1.276,3607.760,1.276,48,0
hyacinth_dynamic,100.0,2827.683,1.000,2827.683,1.000,48,0
hyacinth_preset_t10,100.0,4881.426,1.726,4881.426,1.726,48,0
hyacinth_preset_t20,100.0,3704.260,1.310,3704.260,1.310,48,0
hyacinth_preset_t30,100.0,3153.564,1.115,3153.564,1.115,48,0
hyacinth_preset_t40,100.0,3682.544,1.302,3682.544,1.302,48,0
hyacinth_preset_t50,100.0,3531.434,1.249,3531.434,1.249,48,0
hyacinth_preset_t60,100.0,3154.489,1.116,3154.489,1.116,48,0
hyacinth_preset_t70,100.0,3434.337,1.215,3434.337,1.215,48,0
hyacinth_preset_t80,100.0,3151.581,1.115,3151.581,1.115,48,0
hyacinth_preset_t90,100.0,4091.619,1.447,4091.619,1.447,48,0
