scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,3210.154,1.852,3210.154,1.852,48,0
helios_t20,100.0,2876.116,1.659,2876.116,1.659,48,0
helios_t30,100.0,2532.293,1.461,2532.293,1.461,48,0
helios_t40,100.0,2236.940,1.291,2236.940,1.291,48,0
helios_t50,100.0,1817.497,1.049,1817.497,1.049,48,0
helios_t60,100.0,1803.110,1.040,1803.110,1.040,48,0
helios_t70,100.0,1767.466,1.020,1767.466,1.020,48,0
helios_t80,100.0,2016.662,1.163,2016.662,1.163,48,0
helios_t90,100.0,2192.973,1.265,2192.973,1.265,48,0
hyacinth_dynamic,100.0,1733.344,1.000,1733.344,1.000,48,0
hyacinth_preset_t10,100.0,3016.472,1.740,3016.472,1.740,48,0
hyacinth_preset_t20,100.0,2537.915,1.464,2537.915,1.464,48,0
hyacinth_preset_t30,100.0,2219.433,1.280,2219.433,1.280,48,0
hyacinth_preset_t40,100.0,2006.050,1.157,2006.050,1.157,48,0
hyacinth_preset_t50,100.0,1628.725,0.940,1628.725,0.940,48,0
hyacinth_preset_t60,100.0,1741.896,1.005,1741.896,1.005,48,0
hyacinth_preset_t70,100.0,1857.306,1.072,1857.306,1.072,48,0
hyacinth_preset_t80,100.0,2044.768,1.180,2044.768,1.180,48,0
hyacinth_preset_t90,100.0,2018.868,1.165,2018.868,1.165,48,0
