seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.290
42,pure_ocs_ksp,1.091
42,eps_ecmp,0.989
42,pure_ocs_ksp_greedy,1.112
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.055
42,ocs_eps_pruned,1.030
42,ocs_eps_large_small,1.317
42,ocs_eps_preset_greedy,1.052
42,pure_ocs_3hop_preset,1.055
43,ocs_eps_global_ksp,1.323
43,pure_ocs_ksp,1.050
43,eps_ecmp,1.005
43,pure_ocs_ksp_greedy,1.041
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.011
43,ocs_eps_pruned,1.012
43,ocs_eps_large_small,1.778
43,ocs_eps_preset_greedy,1.050
43,pure_ocs_3hop_preset,1.011
44,ocs_eps_global_ksp,1.388
44,pure_ocs_ksp,1.049
44,eps_ecmp,0.973
44,pure_ocs_ksp_greedy,1.000
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,0.958
44,ocs_eps_pruned,0.965
44,ocs_eps_large_small,1.989
44,ocs_eps_preset_greedy,1.020
44,pure_ocs_3hop_preset,0.958
45,ocs_eps_global_ksp,1.291
45,pure_ocs_ksp,1.059
45,eps_ecmp,0.961
45,pure_ocs_ksp_greedy,1.029
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.008
45,ocs_eps_pruned,1.001
45,ocs_eps_large_small,2.524
45,ocs_eps_preset_greedy,1.025
45,pure_ocs_3hop_preset,1.008
46,ocs_eps_global_ksp,1.335
46,pure_ocs_ksp,1.033
46,eps_ecmp,0.962
46,pure_ocs_ksp_greedy,1.014
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,0.954
46,ocs_eps_pruned,0.988
46,ocs_eps_large_small,1.642
46,ocs_eps_preset_greedy,1.031
46,pure_ocs_3hop_preset,0.954
47,ocs_eps_global_ksp,1.245
47,pure_ocs_ksp,1.023
47,eps_ecmp,0.999
47,pure_ocs_ksp_greedy,1.015
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.003
47,ocs_eps_pruned,1.015
47,ocs_eps_large_small,2.089
47,ocs_eps_preset_greedy,1.018
47,pure_ocs_3hop_preset,1.003
48,ocs_eps_global_ksp,1.279
48,pure_ocs_ksp,1.068
48,eps_ecmp,1.028
48,pure_ocs_ksp_greedy,1.023
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.034
48,ocs_eps_pruned,0.979
48,ocs_eps_large_small,2.789
48,ocs_eps_preset_greedy,1.022
48,pure_ocs_3hop_preset,1.034
49,ocs_eps_global_ksp,1.348
49,pure_ocs_ksp,1.019
49,eps_ecmp,0.982
49,pure_ocs_ksp_greedy,1.008
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,0.971
49,ocs_eps_pruned,0.994
49,ocs_eps_large_small,2.009
49,ocs_eps_preset_greedy,1.038
49,pure_ocs_3hop_preset,0.971
50,ocs_eps_global_ksp,1.315
50,pure_ocs_ksp,1.013
50,eps_ecmp,0.926
50,pure_ocs_ksp_greedy,1.003
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.006
50,ocs_eps_pruned,0.989
50,ocs_eps_large_small,1.420
50,ocs_eps_preset_greedy,1.033
50,pure_ocs_3hop_preset,1.006
51,ocs_eps_global_ksp,1.347
51,pure_ocs_ksp,1.088
51,eps_ecmp,0.982
51,pure_ocs_ksp_greedy,1.043
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.033
51,ocs_eps_pruned,1.006
51,ocs_eps_large_small,1.683
51,ocs_eps_preset_greedy,1.042
51,pure_ocs_3hop_preset,1.033
