scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,5997.896,1.964,5997.896,1.964,48,0
helios_t20,95.0,3724.891,1.220,3724.891,1.220,48,0
helios_t30,95.0,3932.775,1.288,3932.775,1.288,48,0
helios_t40,95.0,2993.655,0.980,2993.655,0.980,48,0
helios_t50,95.0,3421.674,1.120,3421.674,1.120,48,0
helios_t60,95.0,2110.540,0.691,2110.540,0.691,48,0
helios_t70,95.0,2646.758,0.867,2646.758,0.867,48,0
helios_t80,95.0,2540.732,0.832,2540.732,0.832,48,0
helios_t90,95.0,4210.465,1.379,4210.465,1.379,48,0
hyacinth_dynamic,95.0,3054.111,1.000,3054.111,1.000,48,0
hyacinth_preset_t10,95.0,4315.993,1.413,4315.993,1.413,48,0
hyacinth_preset_t20,95.0,3496.182,1.145,3496.182,1.145,48,0
hyacinth_preset_t30,95.0,3188.588,1.044,3188.588,1.044,48,0
hyacinth_preset_t40,95.0,2609.813,0.855,2609.813,0.855,48,0
hyacinth_preset_t50,95.0,2712.374,0.888,2712.374,0.888,48,0
hyacinth_preset_t60,95.0,2488.755,0.815,2488.755,0.815,48,0
hyacinth_preset_t70,95.0,2239.912,0.733,2239.912,0.733,48,0
hyacinth_preset_t80,95.0,3502.070,1.147,3502.070,1.147,48,0
hyacinth_preset_t90,95.0,2811.921,0.921,2811.921,0.921,48,0
