scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.503,0.292
pure_ocs_ksp,10,0.997,0.140
eps_ecmp,10,1.054,0.100
ocs_eps_large_small,10,0.960,0.110
pure_ocs_ksp_greedy,10,0.965,0.107
ocs_eps_preset_greedy,10,0.939,0.080
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_3hop_preset,10,0.947,0.100
pure_ocs_pruned,10,0.947,0.100
ocs_eps_pruned,10,1.004,0.121
