case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
threshold_sweep,helios_t10,10,1.207,0.275
threshold_sweep,helios_t20,10,1.051,0.251
threshold_sweep,helios_t30,10,1.020,0.212
threshold_sweep,helios_t40,10,1.107,0.288
threshold_sweep,helios_t50,10,1.146,0.269
threshold_sweep,helios_t60,10,1.270,0.370
threshold_sweep,helios_t70,10,1.753,0.589
threshold_sweep,helios_t80,10,1.712,0.403
threshold_sweep,helios_t90,10,1.697,0.394
threshold_sweep,hyacinth_dynamic,10,1.000,0.000
threshold_sweep,hyacinth_preset_t10,10,1.000,0.268
threshold_sweep,hyacinth_preset_t20,10,1.044,0.259
threshold_sweep,hyacinth_preset_t30,10,1.126,0.329
threshold_sweep,hyacinth_preset_t40,10,1.092,0.260
threshold_sweep,hyacinth_preset_t50,10,1.294,0.465
threshold_sweep,hyacinth_preset_t60,10,1.366,0.319
threshold_sweep,hyacinth_preset_t70,10,1.590,0.277
threshold_sweep,hyacinth_preset_t80,10,1.862,0.364
threshold_sweep,hyacinth_preset_t90,10,1.855,0.350
