scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.154,0.021
ocs_eps_preset_dynamic_greedy,10,0.323,0.137
pure_ocs_pruned,10,0.338,0.103
ocs_eps_pruned,10,0.398,0.116
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.152,0.014
pure_ocs_3hop_preset,10,0.428,0.196
