scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.0,3864.514,1.285,3864.514,1.285,48,0
pure_ocs_ksp,99.0,3701.738,1.231,3701.738,1.231,48,0
eps_ecmp,99.0,2534.845,0.843,2534.845,0.843,48,0
ocs_eps_large_small,99.0,4130.022,1.373,4130.022,1.373,48,0
pure_ocs_ksp_greedy,99.0,3635.750,1.209,3635.750,1.209,48,0
ocs_eps_preset_greedy,99.0,4652.935,1.547,4652.935,1.547,48,0
ocs_eps_preset_dynamic_greedy,99.0,3007.846,1.000,3007.846,1.000,48,0
pure_ocs_3hop_preset,99.0,3692.837,1.228,3692.837,1.228,48,0
pure_ocs_pruned,99.0,3692.837,1.228,3692.837,1.228,48,0
ocs_eps_pruned,99.0,2800.483,0.931,2800.483,0.931,48,0
