scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,4728.842297,2.234294,4728.842297,2.234294,160,0
pure_ocs_ksp,99.000000,2487.800034,1.175441,2487.800034,1.175441,160,0
eps_ecmp,99.000000,2161.999132,1.021506,2161.999132,1.021506,160,0
ocs_eps_large_small,99.000000,2205.553485,1.042085,2205.553485,1.042085,160,0
pure_ocs_ksp_greedy,99.000000,2411.836845,1.139550,2411.836845,1.139550,160,0
ocs_eps_preset_greedy,99.000000,2225.334383,1.051431,2225.334383,1.051431,160,0
ocs_eps_preset_dynamic_greedy,99.000000,2116.481615,1.000000,2116.481615,1.000000,160,0
pure_ocs_3hop_preset,99.000000,2175.750288,1.028003,2175.750288,1.028003,160,0
pure_ocs_pruned,99.000000,2175.750288,1.028003,2175.750288,1.028003,160,0
ocs_eps_pruned,99.000000,2279.878043,1.077202,2279.878043,1.077202,160,0
