scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,3860.350413,1.256270,3860.350413,1.256270,48,0
pure_ocs_ksp,100.000000,3425.650736,1.114807,3425.650736,1.114807,48,0
eps_ecmp,100.000000,4477.632478,1.457152,4477.632478,1.457152,48,0
ocs_eps_large_small,100.000000,7742.625173,2.519676,7742.625173,2.519676,48,0
pure_ocs_ksp_greedy,100.000000,3385.574317,1.101765,3385.574317,1.101765,48,0
ocs_eps_preset_greedy,100.000000,4052.880018,1.318925,4052.880018,1.318925,48,0
ocs_eps_preset_dynamic_greedy,100.000000,3072.865664,1.000000,3072.865664,1.000000,48,0
pure_ocs_3hop_preset,100.000000,3663.879093,1.192333,3663.879093,1.192333,48,0
pure_ocs_pruned,100.000000,3663.879093,1.192333,3663.879093,1.192333,48,0
ocs_eps_pruned,100.000000,2549.494030,0.829680,2549.494030,0.829680,48,0
