model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[1,4,16,17,20,32,37,43,46,47,49,50,55,58,66,68,73,74]","[134,38,398,133]|[303,590,382,471]|[167,381,302,591]|[15,406,447,351]|[399,598,470,143]|[599,551,350,407]|[135,39,263,550]|[37,375,383,535]"
S2,S,32,4,32,18,0.500000,"[4,24,27,29,30,33,35,38,42,46,58,62,65,70,72,74,75,79]","[239,638,246,198]|[607,567,247,343]|[468,373,503,342]|[372,606,374,526]|[309,36,639,244]|[597,199,271,223]|[311,583,245,469]|[287,527,310,605]"
S3,S,32,4,32,18,0.500000,"[3,6,12,14,16,20,21,22,23,26,50,56,61,65,69,73,75,77]","[55,30,559,118]|[622,588,455,131]|[101,132,214,166]|[525,623,54,495]|[31,175,183,603]|[621,405,215,119]|[191,102,29,589]|[587,103,604,182]"
S4,S,32,4,32,18,0.500000,"[5,9,14,20,32,36,37,38,40,41,43,49,51,52,63,65,66,68]","[117,47,163,422]|[295,115,524,294]|[308,307,510,301]|[533,349,534,397]|[326,511,421,327]|[164,423,415,262]|[165,79,335,46]|[78,162,549,116]"
S5,S,32,4,32,18,0.500000,"[4,6,7,8,10,11,13,25,26,36,41,42,43,46,56,58,61,69]","[86,110,63,558]|[292,371,52,454]|[35,347,557,213]|[51,494,95,34]|[293,206,334,111]|[62,70,207,94]|[53,466,71,348]|[341,87,467,61]"
S6,S,32,4,32,18,0.500000,"[2,3,11,12,14,15,27,28,32,36,42,44,52,54,56,66,72,77]","[230,220,453,219]|[620,291,439,93]|[229,222,125,231]|[358,452,28,261]|[221,99,340,420]|[228,23,100,126]|[339,114,359,582]|[438,127,532,531]"
S7,S,32,4,32,18,0.500000,"[2,10,12,15,16,20,21,31,36,37,45,46,55,56,63,68,77,79]","[451,255,161,174]|[367,508,290,445]|[22,253,300,299]|[370,173,509,446]|[619,97,444,85]|[507,369,443,84]|[98,254,442,130]|[124,21,637,548]"
S8,S,32,4,32,18,0.500000,"[6,14,18,20,23,28,37,38,39,45,49,52,59,60,61,62,63,71]","[487,493,575,306]|[318,297,49,506]|[227,150,501,50]|[113,418,502,189]|[148,160,396,419]|[574,319,479,478]|[492,151,188,149]|[365,298,190,366]"
S9,S,32,4,32,18,0.500000,"[10,21,32,36,37,39,40,42,44,47,48,52,54,61,63,69,70,78]","[379,417,296,325]|[259,490,323,316]|[356,83,556,491]|[566,260,378,555]|[565,631,317,172]|[391,390,357,324]|[338,630,289,505]|[504,171,437,380]"
S10,S,32,4,32,18,0.500000,"[3,14,18,21,22,23,27,29,30,50,54,57,60,64,67,68,74,77]","[218,26,435,112]|[519,485,547,170]|[236,242,543,484]|[243,404,181,596]|[486,147,241,187]|[517,462,237,595]|[618,463,27,180]|[461,436,238,518]"
S11,S,32,4,32,18,0.500000,"[9,18,23,24,26,31,39,44,48,50,51,53,59,60,71,75,78,79]","[77,186,252,635]|[429,403,402,414]|[430,629,354,315]|[196,627,388,483]|[428,602,355,211]|[636,477,482,197]|[431,628,212,146]|[387,573,145,389]"
S12,S,32,4,32,18,0.500000,"[1,5,7,15,22,23,32,33,42,49,50,53,54,55,60,61,67,72]","[60,258,427,268]|[337,541,395,13]|[257,434,11,394]|[580,489,45,12]|[123,177,440,269]|[581,179,270,122]|[185,401,481,14]|[178,542,441,44]"
S13,S,32,4,32,18,0.500000,"[2,9,10,22,28,32,35,38,42,49,51,52,53,56,65,69,75,79]","[412,413,76,256]|[286,600,18,411]|[634,225,226,81]|[393,176,224,449]|[75,448,305,19]|[450,82,20,285]|[336,633,425,523]|[554,601,416,426]"
S14,S,32,4,32,18,0.500000,"[0,2,13,21,23,25,27,34,36,40,41,43,46,49,54,64,70,79]","[5,277,632,562]|[184,368,345,4]|[433,279,288,332]|[203,564,204,7]|[6,109,169,17]|[515,278,392,217]|[516,346,168,205]|[563,333,344,322]"
S15,S,32,5,32,18,0.481481,"[4,9,12,13,18,19,25,27,31,38,40,45,47,50,54,58,60,67]","[144,250,538,539]|[321,73,400,480]|[536,201,464,96]|[74,465,249,432]|[364,320,540,157]|[33,108,304,537]|[363,156,202,216]|[158,251,159,377]"
S16,S,32,6,32,19,0.500000,"[1,2,4,5,6,13,15,16,30,31,45,48,53,61,65,66,68,72,76]","[386,529,612,48]|[521,107,614,240]|[385,530,41,32]|[42,522,129,546]|[488,128,106,16]|[613,248,43,615]|[424,120,361,10]|[121,362,578,579]"
