scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,1796.910,0.898,1796.910,0.898,80,0
helios_t20,95.0,2078.046,1.038,2078.046,1.038,80,0
helios_t30,95.0,1767.746,0.883,1767.746,0.883,80,0
helios_t40,95.0,1885.951,0.942,1885.951,0.942,80,0
helios_t50,95.0,1915.578,0.957,1915.578,0.957,80,0
helios_t60,95.0,2174.185,1.086,2174.185,1.086,80,0
helios_t70,95.0,2318.014,1.158,2318.014,1.158,80,0
helios_t80,95.0,2440.273,1.219,2440.273,1.219,80,0
helios_t90,95.0,2902.891,1.451,2902.891,1.451,80,0
hyacinth_dynamic,95.0,2001.292,1.000,2001.292,1.000,80,0
hyacinth_preset_t10,95.0,1814.637,0.907,1814.637,0.907,80,0
hyacinth_preset_t20,95.0,1931.687,0.965,1931.687,0.965,80,0
hyacinth_preset_t30,95.0,1960.510,0.980,1960.510,0.980,80,0
hyacinth_preset_t40,95.0,2042.302,1.020,2042.302,1.020,80,0
hyacinth_preset_t50,95.0,2078.233,1.038,2078.233,1.038,80,0
hyacinth_preset_t60,95.0,2172.557,1.086,2172.557,1.086,80,0
hyacinth_preset_t70,95.0,2281.545,1.140,2281.545,1.140,80,0
hyacinth_preset_t80,95.0,2633.225,1.316,2633.225,1.316,80,0
hyacinth_preset_t90,95.0,3629.143,1.813,3629.143,1.813,80,0
