scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,1089.047,1.146,1089.047,1.146,80,0
helios_t20,100.0,1078.409,1.135,1078.409,1.135,80,0
helios_t30,100.0,999.578,1.052,999.578,1.052,80,0
helios_t40,100.0,1175.085,1.236,1175.085,1.236,80,0
helios_t50,100.0,1277.008,1.343,1277.008,1.343,80,0
helios_t60,100.0,1433.707,1.508,1433.707,1.508,80,0
helios_t70,100.0,1601.955,1.685,1601.955,1.685,80,0
helios_t80,100.0,1747.857,1.839,1747.857,1.839,80,0
helios_t90,100.0,1900.071,1.999,1900.071,1.999,80,0
hyacinth_dynamic,100.0,950.518,1.000,950.518,1.000,80,0
hyacinth_preset_t10,100.0,1044.048,1.098,1044.048,1.098,80,0
hyacinth_preset_t20,100.0,978.218,1.029,978.218,1.029,80,0
hyacinth_preset_t30,100.0,1000.005,1.052,1000.005,1.052,80,0
hyacinth_preset_t40,100.0,1135.648,1.195,1135.648,1.195,80,0
hyacinth_preset_t50,100.0,1278.175,1.345,1278.175,1.345,80,0
hyacinth_preset_t60,100.0,1479.499,1.557,1479.499,1.557,80,0
hyacinth_preset_t70,100.0,1628.299,1.713,1628.299,1.713,80,0
hyacinth_preset_t80,100.0,1867.488,1.965,1867.488,1.965,80,0
hyacinth_preset_t90,100.0,2133.522,2.245,2133.522,2.245,80,0
