scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.306181,26,26,26
pure_ocs_ksp,1.028893,26,26,26
eps_ecmp,1.083349,26,26,26
ocs_eps_large_small,1.039511,26,26,26
pure_ocs_ksp_greedy,0.983151,26,26,26
ocs_eps_preset_greedy,0.985206,26,26,26
ocs_eps_preset_dynamic_greedy,1.000000,26,26,26
pure_ocs_3hop_preset,0.998273,26,26,26
pure_ocs_pruned,0.998273,26,26,26
ocs_eps_pruned,0.983316,26,26,26
