scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,2996.342,1.971,2996.342,1.971,48,0
helios_t20,100.0,2600.168,1.711,2600.168,1.711,48,0
helios_t30,100.0,2497.932,1.644,2497.932,1.644,48,0
helios_t40,100.0,1824.486,1.200,1824.486,1.200,48,0
helios_t50,100.0,1567.579,1.031,1567.579,1.031,48,0
helios_t60,100.0,1473.276,0.969,1473.276,0.969,48,0
helios_t70,100.0,1684.179,1.108,1684.179,1.108,48,0
helios_t80,100.0,1738.961,1.144,1738.961,1.144,48,0
helios_t90,100.0,1890.844,1.244,1890.844,1.244,48,0
hyacinth_dynamic,100.0,1519.839,1.000,1519.839,1.000,48,0
hyacinth_preset_t10,100.0,2685.330,1.767,2685.330,1.767,48,0
hyacinth_preset_t20,100.0,2332.469,1.535,2332.469,1.535,48,0
hyacinth_preset_t30,100.0,1994.058,1.312,1994.058,1.312,48,0
hyacinth_preset_t40,100.0,1694.240,1.115,1694.240,1.115,48,0
hyacinth_preset_t50,100.0,1676.725,1.103,1676.725,1.103,48,0
hyacinth_preset_t60,100.0,1419.330,0.934,1419.330,0.934,48,0
hyacinth_preset_t70,100.0,1460.733,0.961,1460.733,0.961,48,0
hyacinth_preset_t80,100.0,1714.536,1.128,1714.536,1.128,48,0
hyacinth_preset_t90,100.0,1971.315,1.297,1971.315,1.297,48,0
